item_id,num_faces,face_confidence,face_area_ratio,face_cluster_id
ivanhernandez_twitter_0b47da79,1,0.93,0.24,-1
ivanilic_twitter_3b3d3667,1,0.0,0.995,-1
ivankovacevic_twitter_090f678f,1,0.0,0.995,-1
ivanlajara_twitter_47424b61,1,0.93,0.652,-1
ivanmola_twitter_e0045627,1,0.91,0.16,-1
ivanvega_twitter_9a12a4d8,1,0.94,0.187,-1
ivarsmas_twitter_7e1851e6,1,0.89,0.357,-1
ivosilvestro_twitter_70789f9d,1,0.96,0.289,-1
iwatatakuma_twitter_63c209af,1,0.0,0.995,-1
iwichita_twitter_9aefd46e,1,0.0,0.994,-1
izackruiz_twitter_c3c62de9,1,0.0,0.995,-1
izazael_twitter_6d55c349,1,0.0,0.992,-1
j0hnsy_twitter_ae331e5c,1,0.0,0.995,-1
j4nu5_twitter_b635fcfa,1,0.91,0.164,-1
jackprindle_twitter_9755afbd,1,0.98,0.164,-1
jacquesshu_twitter_3b14181c,1,0.94,0.265,-1
jacquibrown_twitter_14a34343,2,0.96,0.693,-1
jadenwalker_twitter_ff88f3be,1,0.0,0.995,-1
jaelrincon_twitter_47a49f56,1,0.0,0.995,-1
jagudeye_twitter_4038cc9f,1,0.0,0.995,-1
jaimerojasandaur_twitter_da11d9b8,1,0.94,0.112,-1
jainashish_twitter_0016dd8b,1,0.0,0.994,-1
jajodiasaket_twitter_7fe3a46b,1,0.98,0.041,-1
jakedubss_twitter_c03b0dc2,1,0.0,0.995,-1
jamesbellamy3_twitter_2b6126e8,1,0.94,0.137,-1
jamescrawford_twitter_208ab316,1,0.93,0.397,-1
jamesgoodnow_twitter_adc9a524,1,0.93,0.189,-1
jamesjohnston_twitter_d4f80aad,1,0.0,0.995,-1
jameson079_twitter_8e1fa9a3,1,0.0,0.995,-1
jamessacci_twitter_109a3d36,1,0.0,0.995,-1
jameswatsoninternet_twitter_c9d12070,1,0.0,0.995,-1
jamiegilpin_twitter_8094a687,1,0.0,0.995,-1
jamiehinks_twitter_60200ba6,1,0.92,0.331,-1
jamieleeong_twitter_7ff1aa7e,1,0.0,0.995,-1
janbush_twitter_e3420437,1,0.91,0.198,-1
janehamill_twitter_352ee4cd,1,0.0,0.995,-1
janelbrennan_twitter_72b9f16b,1,0.95,0.25,-1
janellewilson_twitter_313a6c63,1,0.9,0.092,-1
janifer_twitter_f4d7e4a1,1,0.92,0.483,-1
janiv_twitter_6c328abe,1,0.95,0.048,-1
japros_twitter_11c126e3,1,0.98,0.255,-1
jaredholmquist_twitter_fa4b7178,1,0.91,0.116,-1
jaredmagouirk_twitter_afbcdaa3,1,0.0,0.995,-1
jaryves_twitter_d83d06fe,1,0.93,0.978,-1
jasminrovira_twitter_905df1d1,1,0.0,0.995,-1
jasonbergin_twitter_557321ca,1,0.0,0.992,-1
jasonchan_twitter_f947b6c6,1,0.0,0.995,-1
jasondupuis_twitter_604a4ea8,1,0.95,0.154,-1
jasonemiller_twitter_84b4f048,1,0.89,0.658,-1
jasongraciano_twitter_5a1ec285,1,0.92,0.055,-1
jasongraham99_twitter_66c29f64,1,0.98,0.585,-1
jasonlloyd_twitter_458c19c8,1,0.99,0.111,-1
jasonloehr_twitter_fa1e5a2f,1,0.92,0.366,-1
jasonmarineau_twitter_633eb7c9,1,0.0,0.995,-1
jasonmartorana_twitter_1c170ec5,1,0.93,0.164,-1
jasonohaire_twitter_1f34c7b8,1,0.0,0.995,-1
jasson_twitter_efc7b09a,1,0.0,0.989,-1
javicebrian_twitter_049aaaed,1,0.96,0.041,-1
javierandreu_twitter_bad60328,1,0.0,0.995,-1
javierbrisa_twitter_7cbb97f9,1,0.0,0.995,-1
javiersanchez_twitter_a42a8588,1,0.0,0.995,-1
javikarni_twitter_638b5b61,1,0.96,0.464,-1
jayboucher_twitter_1796f13f,1,0.0,0.995,-1
jaycorcoran_twitter_b6cbb10c,1,0.93,0.061,-1
jaynev_twitter_5dc978f4,1,0.94,0.223,-1
jaypsyd_twitter_bd24af2b,1,0.9,0.131,-1
jazael_twitter_e08b22e1,1,0.9,0.223,-1
jazrt_twitter_eed13493,1,0.0,0.995,-1
jazza_twitter_94858f81,1,0.95,0.121,-1
jberndes_twitter_424b06a9,1,0.88,0.363,-1
jcov90_twitter_805884a4,1,0.0,0.995,-1
jcriqqelme_twitter_c52b8be8,1,0.9,0.03,-1
jdperkins1369_twitter_b93ad2f3,1,0.0,0.988,-1
jeacosta_twitter_8799a0b7,1,0.0,0.995,-1
jeanfrancoislabelle_twitter_06143101,1,0.0,0.995,-1
jeansanchez_twitter_da39065b,1,0.0,0.995,-1
jects_twitter_be19fbc2,1,0.0,0.995,-1
jeepgeek_twitter_75cc76d2,2,0.925,0.067,-1
jeffarazzi_twitter_7f4b0bb2,1,0.92,0.345,-1
jeffbone_twitter_33a810ac,1,0.91,0.375,-1
jeffipad_twitter_14c87aec,1,0.0,0.995,-1
jefflarkin_twitter_e0ef7813,1,0.9,0.345,-1
jeffmclean_twitter_1f69b096,1,0.89,0.486,-1
jeffmwebster_twitter_fdeaebf9,1,0.0,0.995,-1
jeffreyamcguire_twitter_ac97c567,1,0.94,0.328,-1
jeffreydodge_twitter_65b44add,1,0.95,0.185,-1
jehf_twitter_f9349936,1,0.92,0.894,-1
jeicker_twitter_455c1f4b,1,0.95,0.022,-1
jellederoeck_twitter_376d4469,1,0.92,0.273,-1
jelleoostrom_twitter_56216f16,1,0.0,0.995,-1
jenbalisi_twitter_ec3798a8,1,0.95,0.135,-1
jenevison_twitter_8acf9fc2,1,0.0,0.995,-1
jenleheny_twitter_17111b55,1,0.91,0.342,-1
jenmathews_twitter_6cefe4ab,1,0.95,0.125,-1
jenner_twitter_cd086305,1,0.9,0.223,-1
jenniferhill_twitter_9c8e2b8a,1,0.9,0.124,-1
jenniferrosenblatt_twitter_93ba7407,1,0.0,0.992,-1
jenniferwong_twitter_baa6ff82,2,0.965,0.458,-1
jennturner_twitter_08a54c1b,1,0.0,0.995,-1
jenovaproject_twitter_5584fe01,1,0.0,0.995,-1
jereclancy_twitter_15037bd5,1,0.95,0.194,-1
jeremycwilson_twitter_1b2d29ba,2,0.95,0.043,-1
jeremyfranklin_twitter_19dd28ce,1,0.93,0.221,-1
jeremymd_twitter_855bd9cc,1,0.95,0.016,-1
jeroenmiedema_twitter_e4099201,1,0.94,0.366,-1
jeromeshaw_twitter_a2507e7e,1,0.0,0.995,-1
jerometurner_twitter_f015652f,1,0.0,0.995,-1
jeromevadon_twitter_7bbe40b2,1,0.96,0.497,-1
jeromiewilliams_twitter_5b4a8dcd,1,0.93,0.174,-1
jerrybarnwell_twitter_cbd7b683,1,0.94,0.233,-1
jessecorinella_twitter_c432ea70,1,0.96,0.025,-1
jessereilly_twitter_af4029a7,1,0.92,0.07,-1
jessetrelstad_twitter_385144a0,1,0.0,0.995,-1
jessevalley_twitter_8602d0ee,1,0.94,0.16,-1
jessewright_twitter_5ef6975d,1,0.0,0.995,-1
jessicafajans_twitter_bd679c07,1,0.0,0.995,-1
jessienuz_twitter_b93a3e54,1,0.0,0.995,-1
jesusivo_twitter_7663cfc3,1,0.95,0.144,-1
jesuslugo_twitter_16e56c7f,1,0.0,0.995,-1
jesusmier_twitter_8d74e587,1,0.95,0.243,-1
jetvhs_twitter_74117c75,1,0.0,0.995,-1
jevtovic_twitter_f88cb5fb,1,0.0,0.995,-1
jfbautista_twitter_f37b46f4,1,0.0,0.995,-1
jgoff_twitter_83adead5,1,0.0,0.995,-1
jgorehampenney_twitter_40206fbf,2,0.945,0.202,-1
jhonjairo_twitter_9f16e7cd,1,0.96,0.106,-1
jillian_twitter_f36fff3b,1,0.96,0.41,-1
jimbgreen_twitter_e1f8798a,1,0.0,0.995,-1
jimbobmarley_twitter_bece6fee,1,0.0,0.995,-1
jimhicks_twitter_eb164c2b,1,0.94,0.17,-1
jimlarrison_twitter_dee5dabb,1,0.95,0.515,-1
jimmetzger_twitter_faa222f7,1,0.96,0.028,-1
jimmurdoch_twitter_e2e0c232,1,0.92,0.305,-1
jinaljmehta_twitter_10a128fd,1,0.0,0.995,-1
jinuem_twitter_ca112bf6,1,0.0,0.995,-1
jiriruzek_twitter_e248e9f9,1,0.0,0.995,-1
jiteshpanchal_twitter_662a611f,1,0.0,0.995,-1
jithinjb_twitter_3ad744df,1,0.0,0.995,-1
jjamor_twitter_352474b3,1,0.0,0.98,-1
jjmlloret_twitter_22f84a80,1,0.92,0.112,-1
jkdesignarts_twitter_c7e411c0,1,0.0,0.995,-1
jking1627_twitter_31386cf4,1,0.0,0.995,-1
jklfacom_twitter_ca241816,1,0.96,0.005,-1
jkshim_twitter_d5fdd5eb,1,0.0,0.995,-1
jlat85_twitter_a9200085,2,0.945,0.527,-1
jletti_twitter_b9a98ba2,1,0.0,0.995,-1
jmac303_twitter_68403514,1,0.0,0.995,-1
jmerkoski_twitter_3dd3063f,1,0.0,0.995,-1
jmgiron_twitter_4d143529,1,0.0,0.995,-1
jmnish_twitter_04dd4d8a,1,0.93,0.585,-1
jmzubi_twitter_4f8f4b47,1,0.0,0.995,-1
jnfotos_twitter_2030beb6,1,0.0,0.995,-1
joannaleelin_twitter_025e0c9d,1,0.95,0.27,-1
joannalinden_twitter_d58db6b4,1,0.96,0.101,-1
joannegreco_twitter_a8685d60,1,0.94,0.322,-1
joannwoolley_twitter_b7284b7b,1,0.93,0.121,-1
joaorio_twitter_c4b1106d,1,0.0,0.995,-1
joaoterrivel_twitter_5339abb7,1,0.95,0.185,-1
joaquingatica_twitter_0a6b8089,1,0.91,0.121,-1
joebuglione_twitter_aa7611bd,1,0.0,0.995,-1
joecayetano_twitter_ac0182ad,1,0.0,0.995,-1
joelsteinmann_twitter_9a4b22c1,1,0.0,0.995,-1
joelynndesign_twitter_22ff8ee5,1,0.0,0.995,-1
joem_twitter_c3a32b4a,1,0.0,0.995,-1
joerobb_twitter_db58d2ad,1,0.93,0.095,-1
joeteh_twitter_782d1b92,1,0.91,0.174,-1
joeybryant_twitter_807d699d,1,0.91,0.487,-1
joeyfeith_twitter_1c642e25,1,0.94,0.073,-1
joeymakalintal_twitter_1dafa4da,1,0.0,0.995,-1
jogarrett_twitter_01c5eaf1,1,0.94,0.226,-1
johnayers_twitter_3cebfaa5,1,0.94,0.36,-1
johnbyerrum_twitter_1ebcc911,1,0.91,0.451,-1
johncast78_twitter_a9f36fb6,1,0.0,0.995,-1
johndeguzman_twitter_ca6b74d9,1,0.0,0.995,-1
johnearickson_twitter_78563dba,1,0.0,0.995,-1
johnjdillon_twitter_7b2b3d39,1,0.94,0.041,-1
johnkaminski_twitter_27ab222b,1,0.0,0.995,-1
johnmadden_twitter_71161496,1,0.93,0.221,-1
johnmischief_twitter_a702acab,1,0.87,0.059,-1
johnperez_twitter_332745af,1,0.0,0.995,-1
johnporcaro_twitter_39f80842,1,0.89,0.668,-1
johnson2772_twitter_020fea73,1,0.0,0.995,-1
johnvicory_twitter_7c1b0543,1,0.91,0.238,-1
jokingonzalez_twitter_328718a3,1,0.97,0.417,-1
jolafeltra_twitter_9e1a8441,1,0.0,0.994,-1
jolenejang_twitter_eb986f1d,1,0.91,0.068,-1
jonahguo_twitter_c2833174,1,0.91,0.186,-1
jonartlucas_twitter_47d878d0,1,0.93,0.27,-1
jonashalmstad_twitter_5f657ab1,2,0.925,0.095,-1
jonathandenby_twitter_a3026d8a,1,0.89,0.092,-1
jonathanfleming_twitter_2c14fa71,1,0.95,0.029,-1
jonathanlopez_twitter_eac5191e,1,0.88,0.473,-1
jonathanromero_twitter_fdd8e7ac,1,0.0,0.995,-1
jonathanvu_twitter_3c598bc7,1,0.91,0.137,-1
jondifro_twitter_06afc1d2,1,0.0,0.995,-1
jonhowson_twitter_ab1ee1b7,1,0.0,0.994,-1
jonjohns_twitter_68d2d3ba,1,0.96,0.034,-1
jonmaceda_twitter_33a734bb,1,0.0,0.995,-1
jonthedvl_twitter_a25b4ad2,1,0.0,0.995,-1
joolsstone_twitter_94226464,1,0.0,0.995,-1
joonshin_twitter_893afb8b,1,0.92,0.442,-1
jordanhaines_twitter_c97e8de9,1,0.89,0.305,-1
jorgecisneros_twitter_5bb853c7,1,0.88,0.176,-1
jorgeglez_twitter_c91c1fdc,1,0.0,0.995,-1
jorgeramossantos_twitter_b2136afe,1,0.91,0.177,-1
jorgeteixeira_twitter_4d746f0e,1,0.93,0.566,-1
joselopezarcos_twitter_5e0983ca,1,0.91,0.198,-1
josemanuelzardainbbr_twitter_b6ec7a83,1,0.96,0.152,-1
josephsocorro_twitter_230f513b,1,0.0,0.995,-1
josepmanchado_twitter_8257a550,1,0.0,0.995,-1
joshaidan_twitter_995e085d,1,0.93,0.203,-1
joshdirks_twitter_584561bd,1,0.88,0.111,-1
joshgibson_twitter_74baec17,1,0.0,0.995,-1
joshgriffin_twitter_5f030a62,1,0.89,0.216,-1
joshjeppson_twitter_21b548ea,1,0.0,0.995,-1
joshpeak_twitter_e94e5ac8,1,0.0,0.995,-1
joshpeardon_twitter_f54c4bf0,1,0.0,0.995,-1
joshuagalloway_twitter_54717c29,1,0.0,0.995,-1
joshuahor_twitter_fbd8d6bd,1,0.94,0.148,-1
joshuaparker_twitter_b5836ffc,1,0.0,0.995,-1
josiaanep_twitter_99718dc1,1,0.93,0.166,-1
joyceanndavis_twitter_b7d9cdf4,1,0.89,0.316,-1
joypoulsen_twitter_f198e9d7,1,0.94,0.276,-1
joysgupta_twitter_d96c2466,1,0.0,0.995,-1
joyvalencia_twitter_07552557,1,0.0,0.995,-1
jparker1978_twitter_0b80d325,1,0.0,0.995,-1
jphilpin_twitter_1ba075a7,1,0.94,0.555,-1
jpieters_twitter_2748a6d1,1,0.94,0.119,-1
jralexander_twitter_bfd49754,1,0.99,0.164,-1
jralfonso_twitter_405fbc30,1,0.92,0.292,-1
jrodrigo_twitter_5a145d3a,1,0.0,0.995,-1
jrufer_twitter_65870c11,1,0.0,0.995,-1
jseguir_twitter_906ceab3,1,0.0,0.995,-1
jsesh_twitter_8cd521a7,1,0.95,0.092,-1
jtotheizzoe_twitter_eb27f0a4,1,0.0,0.992,-1
juanantoniojarasoria_twitter_351a1538,1,0.93,0.664,-1
juangarcias_twitter_8c6f2a23,2,0.955,0.176,-1
juangomis_twitter_23de1f7b,1,0.0,0.995,-1
juanramar_twitter_378feb12,1,0.0,0.995,-1
judicaellevalin_twitter_67de983e,1,0.0,0.995,-1
juil_twitter_46563adc,1,0.0,0.995,-1
juliahull_twitter_cd60ea4c,1,0.93,0.053,-1
juliaiglesias_twitter_c44946e4,1,0.96,0.253,-1
julianasakae_twitter_ec465663,1,0.92,0.221,-1
juliaprior_twitter_aeaf85d6,1,0.0,0.995,-1
juliaspencer_twitter_d782ebf0,1,0.0,0.995,-1
juliemaure_twitter_677071c6,1,0.0,0.994,-1
julieraesandifer_twitter_ca54e5a4,1,0.0,0.995,-1
julionoel_twitter_4b04accc,1,0.93,0.263,-1
juliusjulius_twitter_2018d069,1,0.9,0.203,-1
jumpstartbikes_twitter_b71c9705,1,0.0,0.995,-1
juninbsk_twitter_3cf26ec9,1,0.91,0.328,-1
juniortv_twitter_616d8fe4,1,0.95,0.032,-1
justindoub_twitter_2736315c,1,0.0,0.995,-1
justinhammack_twitter_45144f9b,2,0.945,0.195,-1
justinphillips_twitter_e1f86596,1,0.0,0.995,-1
justkate_twitter_fd9aeea3,1,0.0,0.995,-1
jvnchan_twitter_6ac82d8d,1,0.0,0.995,-1
jwike_twitter_65be2fd8,1,0.92,0.133,-1
jwsteiert_twitter_0b5360b7,1,0.94,0.228,-1
kaanakin_twitter_595cd2bc,1,0.93,0.076,-1
kadirates_twitter_1e3d444b,1,0.0,0.995,-1
kamalbadawy_twitter_39801931,1,0.97,0.045,-1
kamikura_twitter_c147ac87,1,0.93,0.158,-1
kampeerboerin_twitter_10929a8a,1,0.92,0.214,-1
kanochiemi_twitter_da78abed,1,0.96,0.248,-1
kantares_twitter_3dab538d,1,0.0,0.994,-1
kantiki_twitter_b3eb4cca,1,0.95,0.077,-1
kanyoncoyotewoman_twitter_51eeff45,1,0.0,0.995,-1
karabee_twitter_2890a953,1,0.97,0.589,-1
karascharwath_twitter_74c05ff9,1,0.91,0.114,-1
karenharding_twitter_350a2db5,1,0.93,0.339,-1
karenlieberman_twitter_1936d515,1,0.0,0.995,-1
karenlmessick_twitter_46859344,1,0.95,0.19,-1
karenpham_twitter_c8488e1d,1,0.0,0.995,-1
kariemitchell_twitter_ca46b5ad,1,0.95,0.995,-1
karllindsay_twitter_ca657f06,1,0.96,0.284,-1
karlotorres_twitter_5e81d907,1,0.0,0.995,-1
karma_twitter_4ea7de0f,1,0.9,0.187,-1
kartika9_twitter_aed617e0,1,0.94,0.214,-1
karvax_twitter_47c0addd,1,0.0,0.989,-1
karynlwiseman_twitter_c0268b7d,1,0.0,0.992,-1
karypastor_twitter_d4351e0d,1,0.0,0.995,-1
kasihelialg_twitter_ee3ce00a,1,0.0,0.995,-1
kasraeian_twitter_259aaee2,1,0.93,0.448,-1
katalnikov_twitter_43f81c35,1,0.0,0.995,-1
katesalyers_twitter_9fa1b0ec,1,0.0,0.995,-1
katesloan_twitter_608446c0,1,0.9,0.855,-1
kateylee_twitter_7d837ead,1,0.0,0.99,-1
katgear_twitter_f06dedfe,1,0.93,0.735,-1
kathaber_twitter_f87108b0,1,0.92,0.406,-1
kathiaokada_twitter_40c32a09,1,0.0,0.995,-1
kathleenjoyce_twitter_a47d92d4,1,0.0,0.995,-1
kathrinaue_twitter_fd5f5df5,1,0.0,0.995,-1
kathydragon_twitter_8249e5fd,1,0.94,0.054,-1
katibren_twitter_7bf4b9d8,1,0.0,0.995,-1
katiedeluca_twitter_22e38eb3,1,0.94,0.023,-1
katiemsmith_twitter_dda6b518,1,0.0,0.995,-1
katmandelstein_twitter_d25fe08a,2,0.915,0.252,-1
katsumo_twitter_e2053395,1,0.0,0.995,-1
kattgw_twitter_4ea5b1f7,1,0.0,0.995,-1
kazu721010_twitter_564a8040,1,0.0,0.995,-1
kcakduman_twitter_c5935982,1,0.98,0.06,-1
keefmoon_twitter_de050880,2,0.945,0.13,-1
kellydelay_twitter_ed2ae8cf,1,0.92,0.406,-1
kellyjaggers_twitter_e3259332,1,0.0,0.995,-1
kellykermode_twitter_d60f5c31,1,0.91,0.3,-1
kellynagaoka_twitter_8e42ad9d,1,0.91,0.18,-1
kellythul_twitter_3f825a0b,1,0.92,0.078,-1
kelly_twitter_bcf3f13a,1,0.0,0.995,-1
kelseawilhelm_twitter_07407364,1,0.92,0.334,-1
kelseyivey_twitter_619f4040,1,0.0,0.995,-1
kendanieli_twitter_13242cef,1,0.0,0.992,-1
kennyrivas_twitter_a488b73f,1,0.0,0.995,-1
kerijaehnig_twitter_b9b86e3f,1,0.91,0.426,-1
kerryleslie_twitter_4dcba34e,1,0.0,0.995,-1
kevanobrien_twitter_f9af73f0,1,0.0,0.995,-1
kevinallocca_twitter_07e4a870,1,0.0,0.995,-1
kevinduane_twitter_429ad3a2,1,0.0,0.995,-1
kevinfalcon_twitter_2d20a38d,1,0.93,0.141,-1
kevinjimeno_twitter_63d10137,1,0.0,0.995,-1
kevinkrejca_twitter_b81fceae,1,0.0,0.995,-1
kevinlimfungyen_twitter_1fee1a3e,1,0.92,0.253,-1
kevinmichaelr_twitter_34c7d76f,1,0.91,0.135,-1
kevinquinlan_twitter_25656a45,1,0.94,0.162,-1
khalilalmusaeed_twitter_19a2563b,1,0.0,0.995,-1
khannings_twitter_a001cb53,1,0.92,0.126,-1
kiaorabeagle_twitter_d151c219,1,0.0,0.995,-1
kiatinsley_twitter_1322ccff,1,0.94,0.709,-1
kientran_twitter_d8c872e5,1,0.9,0.243,-1
kikaps_twitter_990c5410,1,0.9,0.302,-1
kimberlymunoz_twitter_310b222a,1,0.94,0.483,-1
kimberlyrotter_twitter_bce4a410,1,0.9,0.436,-1
kingjn_twitter_0aa60aa2,2,0.93,0.33,-1
kinnajonsson_twitter_993760f6,1,0.93,0.131,-1
kirakariakin_twitter_aeeedfcf,1,0.0,0.995,-1
kirkjantzer_twitter_e02f9b87,1,0.95,0.013,-1
kivettbednar_twitter_d2c0138a,1,0.0,0.995,-1
kkbyrns_twitter_5a793ca4,1,0.92,0.426,-1
kkristopherkimbrew_twitter_219fa186,1,0.0,0.995,-1
klappacher_twitter_6aed21de,1,0.0,0.995,-1
klinikassyarif_twitter_050728c9,1,0.0,0.995,-1
klou_twitter_79ef1e7e,1,0.0,0.995,-1
knakamura1977_twitter_a23366ff,1,0.0,0.995,-1
kochergin_twitter_71bc1b25,1,0.0,0.995,-1
koky1982_twitter_4dc87c2e,2,0.94,0.516,-1
korepov_twitter_f321721d,1,0.0,0.995,-1
koryklem_twitter_422ef9f9,1,0.95,0.219,-1
kostasdissios_twitter_36dab137,1,0.94,0.406,-1
kreasimalam_twitter_c7dde480,1,0.0,0.995,-1
kreiner_twitter_263cab99,1,0.0,0.995,-1
kristapalmu_twitter_688a8c0c,1,0.95,0.638,-1
kristelyoneda_twitter_db4daf8f,2,0.95,0.054,-1
kristinacarlson_twitter_e876d9b3,1,0.92,0.064,-1
kristinahowells_twitter_e52f2843,1,0.9,0.073,-1
kristinarabarison_twitter_cebc327e,1,0.96,0.292,-1
kristinrichey_twitter_7bbaf95c,1,0.0,0.995,-1
kristjanmorgan_twitter_bcdd2755,1,0.0,0.991,-1
kristysvihlikova_twitter_f8029544,1,0.0,0.995,-1
krystasch_twitter_8f2fe3c9,1,0.95,0.139,-1
ksquad_twitter_9cdf7cd2,1,0.0,0.995,-1
kurtkelly_twitter_dc49ebf0,2,0.925,0.1,-1
kylechildress_twitter_3685d9cd,1,0.0,0.995,-1
kylemadson_twitter_4814bbb3,1,0.97,0.078,-1
kylepearce_twitter_95130bcf,1,0.93,0.215,-1
kylewiebalk_twitter_36364cb0,1,0.93,0.146,-1
kyotonaradreamtrips_twitter_bca2684f,1,0.0,0.995,-1
ladewig_twitter_b64b2c85,1,0.89,0.384,-1
laffraff_twitter_a2e32ac5,1,0.92,0.238,-1
lagonzi_twitter_29409c95,1,0.0,0.995,-1
landaarte_twitter_7946253a,1,0.93,0.248,-1
landissmithers_twitter_15c7544e,1,0.0,0.994,-1
larchanka_twitter_0422454d,1,0.0,0.995,-1
larrybroughton_twitter_af87f21b,1,0.89,0.233,-1
larrylipsmeyer_twitter_88aee018,1,0.92,0.174,-1
larsnystrom_twitter_fb200280,1,0.88,0.366,-1
laughedelic_twitter_82f0f762,1,0.0,0.995,-1
laura333_twitter_674c25ff,1,0.0,0.995,-1
laurabestler_twitter_7933823f,1,0.99,0.579,-1
lauramorelliphd_twitter_5c12d7a4,1,0.94,0.319,-1
laurasfiat_twitter_0c65ea88,1,0.9,0.372,-1
laurengrieco_twitter_f2aa5ab4,1,0.99,0.27,-1
laurenhard_twitter_f18a1bcd,1,0.93,0.096,-1
laurentlecler_twitter_8a920009,1,0.95,0.144,-1
laurieturk_twitter_b3c00375,1,0.93,0.102,-1
lavalion_twitter_b60fb8a9,1,0.0,0.995,-1
leahmessina_twitter_76db8151,1,0.93,0.098,-1
leandromaioral_twitter_2c47e5d6,1,0.9,0.322,-1
leannekoh_twitter_510bc321,1,0.93,0.164,-1
leannestaples_twitter_2d53a355,1,0.0,0.995,-1
lebohangbucibo_twitter_ddb8a55c,1,0.0,0.995,-1
leecassidy_twitter_7af64e58,1,0.0,0.995,-1
leegunter_twitter_f36d8012,1,0.0,0.995,-1
leeharmon_twitter_448ebf5c,1,0.9,0.185,-1
leelyning_twitter_baabfd04,1,0.94,0.351,-1
leetoomes_twitter_5ad1e20b,1,0.95,0.372,-1
leiah_twitter_d9e296c2,1,0.0,0.995,-1
lekstudios_twitter_fd91f41d,1,0.0,0.995,-1
lelouchjoshua_twitter_069acb0a,1,0.0,0.995,-1
lemihacioglu_twitter_39f556c5,1,0.0,0.995,-1
lenhattrieu_twitter_04310bfe,1,0.9,0.363,-1
leninluna_twitter_11a965e1,1,0.95,0.005,-1
lennoazevedo_twitter_4a7eb5b6,1,0.93,0.243,-1
leomrco_twitter_40189604,1,0.92,0.359,-1
leonchia_twitter_799b82c6,1,0.0,0.995,-1
leonovel_twitter_e1c8d073,1,0.92,0.995,-1
leovigildo_twitter_4986ffcd,1,0.95,0.25,-1
lerona_twitter_c37f6086,1,0.0,0.995,-1
leslieerin_twitter_87fd6515,1,0.93,0.322,-1
letandueza_twitter_432fd8e7,1,0.92,0.084,-1
letchange_twitter_52e1fa9b,1,0.95,0.342,-1
lewisevans777_twitter_a77e366e,1,0.9,0.644,-1
lewisjordon_twitter_662c5954,1,0.94,0.073,-1
libertrand_twitter_6108894c,1,0.0,0.995,-1
lidahasbrouck_twitter_988e5031,1,0.93,0.452,-1
lifeofbryan_twitter_5524dce3,1,0.93,0.36,-1
ligiaadam_twitter_a5c1aedd,1,0.0,0.995,-1
lilxand_twitter_f58009a1,1,0.96,0.172,-1
lilyrdz_twitter_ff04f7d6,1,0.0,0.995,-1
lindsayblogs_twitter_2d7b4959,1,0.93,0.436,-1
lindsayrain_twitter_45af7d67,1,0.0,0.995,-1
lingtime_twitter_6c868872,1,0.0,0.995,-1
linji_twitter_05edbd64,1,0.93,0.325,-1
linusblanket_twitter_727f8bb1,1,0.0,0.995,-1
linzshelton_twitter_1f39afba,1,0.92,0.156,-1
lisalaskaridis_twitter_18efd7df,1,0.94,0.032,-1
lisamackay_twitter_25782075,1,0.0,0.995,-1
lissendehors_twitter_4b0416b4,1,0.92,0.13,-1
litasworld_twitter_cfff52b7,2,0.965,0.097,-1
livej_twitter_1c87afd7,1,0.94,0.209,-1
lizandromelean_twitter_cfc88c89,1,0.0,0.995,-1
lizapierce_twitter_58c331b7,1,0.96,0.104,-1
lizbarnett_twitter_8e7b3e76,1,0.96,0.366,-1
lizcappon_twitter_60824e53,1,0.92,0.135,-1
lizcarey13_twitter_b7dfc473,1,0.95,0.183,-1
ljstubbs_twitter_c76bd191,1,0.97,0.562,-1
lmdesign_twitter_fe9ab94d,1,0.0,0.995,-1
logiops_twitter_f580dd9d,1,0.96,0.294,-1
loig_twitter_dbfc352f,1,0.0,0.995,-1
lollydurand_twitter_82d500d4,1,0.95,0.034,-1
looiss_twitter_02f84660,1,0.0,0.995,-1
loosehold_twitter_351f6cd6,1,0.0,0.995,-1
loremoja_twitter_85929b8f,1,0.0,0.995,-1
lorenia_twitter_2bef8fda,1,0.96,0.281,-1
lorenzocaiazzo_twitter_f779e90f,1,0.0,0.995,-1
lorielberg_twitter_fa8263b4,1,0.93,0.36,-1
loriruff_twitter_f903750e,1,0.91,0.226,-1
loscollacios_twitter_ff539e68,1,0.0,0.995,-1
lotharseifert_twitter_961d0a0a,1,0.0,0.995,-1
louised_twitter_d339d98b,1,0.0,0.995,-1
loumartini_twitter_8f955eb4,1,0.96,0.022,-1
lovebeyondwords_twitter_bc9c33e9,1,0.0,0.995,-1
lovlesh_twitter_472fa2ee,1,0.89,0.41,-1
lroddd_twitter_f5e6e280,1,0.94,0.044,-1
lr_twitter_947a6756,1,0.93,0.04,-1
ltenhagen_twitter_c6b7c347,1,0.9,0.668,-1
luanadefaveri_twitter_162699f1,1,0.0,0.995,-1
lucaantonini_twitter_2ffd7dea,1,0.93,0.203,-1
lucabove_twitter_884cbafa,1,0.91,0.581,-1
lucacatania_twitter_955c2ddb,1,0.97,0.245,-1
lucasamura_twitter_b36bb199,1,0.0,0.995,-1
lucasbally_twitter_41419cc0,1,0.93,0.26,-1
lucasmaiacom_twitter_0d2cce9d,1,0.97,0.183,-1
luckybag_twitter_53f674dc,1,0.0,0.995,-1
luigibusti_twitter_54015272,1,0.94,0.842,-1
luisaca_twitter_3b9b8409,1,0.0,0.995,-1
