item_id,num_faces,face_confidence,face_area_ratio,face_cluster_id
danweese_twitter_b5c73ac6,1,0.91,0.116,-1
danzenbinos_twitter_b356a406,1,0.0,0.995,-1
daphnecheung_twitter_066f0253,1,0.0,0.995,-1
daphnemaia_twitter_7a44e1c8,1,0.0,0.995,-1
dargadgetz_twitter_cbf72175,1,0.0,0.995,-1
dari0_twitter_ea3c410f,1,0.0,0.995,-1
darleenepowells_twitter_174e051d,1,0.0,0.995,-1
darraghdoyle_twitter_e307fd7a,1,0.97,0.444,-1
darrenlawson_twitter_ac20bd72,1,0.0,0.991,-1
darrent_twitter_68c4e428,1,0.0,0.995,-1
darrenwoolley_twitter_f6bb37d4,1,0.94,0.16,-1
darrylpropp_twitter_0168deaf,1,0.0,0.995,-1
darrymorales_twitter_7904179d,1,0.0,0.995,-1
dashable_twitter_d63199fa,1,0.0,0.995,-1
daveballesteros_twitter_9911bb49,1,0.95,0.058,-1
davecornthwaite_twitter_669fd37e,1,0.95,0.462,-1
davefernandez_twitter_965d60af,1,0.89,0.25,-1
davefrost_twitter_4857b9aa,1,0.0,0.995,-1
davegoodman_twitter_f5edb1d1,1,0.0,0.995,-1
daveknight_twitter_08e16d31,1,0.9,0.442,-1
davekyte_twitter_8e739e78,1,0.0,0.995,-1
davidadams_twitter_f5739526,1,0.95,0.286,-1
davidbird_twitter_6d8b869c,1,0.0,0.995,-1
davidcardona_twitter_e87a87f5,1,0.0,0.995,-1
davidcorpuz_twitter_31ba3e62,1,0.88,0.092,-1
davideesposto_twitter_155bc801,1,0.0,0.995,-1
davidegrassi_twitter_16ea7565,1,0.94,0.268,-1
davidessex_twitter_08e9d009,1,0.0,0.995,-1
davidfernando_twitter_35df02d1,1,0.9,0.254,-1
davidhartlcz_twitter_971ffbaf,1,0.0,0.995,-1
davidhousholder_twitter_ec9529cf,1,0.0,0.995,-1
davidleebiz_twitter_bb80b4af,1,0.89,0.347,-1
davidlewismd_twitter_078ef74d,1,0.0,0.995,-1
davidmerinas_twitter_44e6f2c3,1,0.0,0.995,-1
davidmichaelwynne_twitter_1e919770,1,0.94,0.181,-1
davidparmet_twitter_c1b1ea41,1,0.0,0.995,-1
davidramirezordonez_twitter_960792e0,1,0.95,0.433,-1
davidredelberger_twitter_85f266d5,1,0.94,0.104,-1
davidsmcnamara_twitter_50df5f9a,1,0.94,0.219,-1
davidvidorreta_twitter_fdd2fc66,1,0.96,0.473,-1
davidweaver_twitter_c4e8662d,2,0.945,0.272,-1
davispaul_twitter_06b1e068,1,0.0,0.995,-1
dawnnewton_twitter_689f2268,1,0.0,0.995,-1
daynah_twitter_4ebf57dd,2,0.945,0.139,-1
dayveeka_twitter_f1fd7dd7,1,0.97,0.112,-1
dazeofadventure_twitter_a026ece0,1,0.94,0.384,-1
dbhaffey_twitter_2b48ac41,1,0.89,0.461,-1
dciandy_twitter_5eeffa89,1,0.89,0.339,-1
deabaria_twitter_ca5f4029,1,0.0,0.995,-1
deanmarsden_twitter_2282393e,1,0.9,0.367,-1
deanwormell_twitter_d8a5addc,1,0.0,0.995,-1
deaydre_twitter_ad8d4d92,1,0.0,0.995,-1
debbiegioquindo_twitter_c441f559,1,0.96,0.074,-1
deborahpagliuca_twitter_e09335ef,1,0.0,0.995,-1
dedicatedshep_twitter_8ab189e1,1,0.0,0.995,-1
deepeshmd_twitter_640a6027,1,0.9,0.116,-1
deflemonkid_twitter_0e653e8f,1,0.0,0.995,-1
defyrecordings_twitter_48fe0fd6,1,0.0,0.995,-1
delcoursolutions_twitter_aff8b44a,1,0.0,0.995,-1
delgeronimo_twitter_4764d08d,1,0.0,0.995,-1
denikasep_twitter_01c54f23,1,0.94,0.022,-1
denisdoeland_twitter_78fe7afa,1,0.0,0.995,-1
denisdubois_twitter_eebb382f,1,0.94,0.586,-1
dennissmith_twitter_38d5aeeb,1,0.91,0.995,-1
derekameyer_twitter_333d03ff,1,0.0,0.995,-1
derekfromson_twitter_d09c64c2,1,0.95,0.139,-1
derekmcclain_twitter_f0330ee8,1,0.93,0.268,-1
derekrstewart_twitter_42ae9ed0,1,0.89,0.162,-1
designergna_twitter_3e37fa1f,1,0.0,0.995,-1
det_twitter_146cc4e8,1,0.91,0.559,-1
developer71facebookgarygilstrap_twitter_734f35dc,1,0.0,0.995,-1
developit_twitter_101a5bec,1,0.0,0.995,-1
dewitopia_twitter_35e0a569,1,0.0,0.995,-1
deya_twitter_e8aefea4,1,0.0,0.995,-1
deydos_twitter_1dd3fcf0,1,0.0,0.995,-1
dezelquillen_twitter_2692dfd8,1,0.0,0.995,-1
dezydelima_twitter_5a390cc6,1,0.95,0.258,-1
dheras_twitter_41bab982,1,0.94,0.148,-1
dianaantholis_twitter_c160d10e,1,0.94,0.087,-1
dianemueller_twitter_38e29cb7,1,0.93,0.336,-1
diavianjacob_twitter_14603c8d,1,0.0,0.995,-1
dibusydeabus_twitter_be9606fc,1,0.0,0.995,-1
diegofunaro_twitter_78e8c37c,1,0.0,0.995,-1
diegomanule_twitter_581873e7,1,0.0,0.995,-1
dieterpeeters_twitter_1b4053d2,1,0.94,0.656,-1
dimyume_twitter_ee158cea,1,0.0,0.995,-1
divaka_twitter_efa86dab,1,0.0,0.995,-1
divanotrite_twitter_b4bba3f1,1,0.0,0.995,-1
djduncan_twitter_80542429,1,0.93,0.248,-1
djemiliot_twitter_721ba2df,1,0.92,0.187,-1
djquietstorm_twitter_ca5bb7de,1,0.0,0.995,-1
djthedoctor_twitter_acf0bd78,1,0.96,0.096,-1
dkakaiya_twitter_5abbc578,1,0.91,0.174,-1
dlosuna_twitter_a4bbb25c,1,0.0,0.995,-1
dmjoaoigor_twitter_5255b0cf,1,0.0,0.995,-1
dnay_twitter_b7855b18,1,0.0,0.995,-1
doanttran_twitter_b4c51a82,1,0.93,0.265,-1
docouto_twitter_05278e0f,1,0.92,0.089,-1
doctorparadox_twitter_307d3001,1,0.0,0.992,-1
dolmisani_twitter_6fd452b3,1,0.95,0.578,-1
dolphinsmind_twitter_29ffa7f7,1,0.0,0.995,-1
dominicfuchs_twitter_3dd46828,1,0.92,0.24,-1
dominiquedesrosiers_twitter_491b580b,1,0.0,0.994,-1
domusauditoirum_twitter_0da830f7,1,0.0,0.959,-1
domynatrix_twitter_39f16bb2,1,0.0,0.995,-1
donanela_twitter_53570524,1,0.92,0.13,-1
donatellotrisolino_twitter_228b2167,1,0.94,0.203,-1
donkomo_twitter_ab97d4e6,1,0.96,0.121,-1
donmik_twitter_57ef4d09,1,0.0,0.995,-1
dontpose_twitter_e74e011e,1,0.0,0.995,-1
dorahardy_twitter_be7955e9,1,0.0,0.995,-1
dorothylovy_twitter_b7630072,1,0.0,0.995,-1
dorsetscouser_twitter_5b0e44c8,1,0.0,0.995,-1
dotsilicon_twitter_b88e6752,1,0.0,0.995,-1
dougfrancis_twitter_7179cfd3,1,0.0,0.995,-1
doughiltz_twitter_1617e4a6,1,0.93,0.334,-1
dppschoenmaker_twitter_71559a68,1,0.0,0.995,-1
drchrisstout_twitter_1f3b1e75,1,0.91,0.422,-1
dreammm_twitter_4454b8d9,1,0.94,0.319,-1
dreaprieto_twitter_d7289e52,1,0.95,0.439,-1
drewalanbeaty_twitter_7c9415db,1,0.0,0.995,-1
drseisenberg_twitter_5710be4b,1,0.0,0.995,-1
dubecarlos_twitter_8b1ab165,1,0.0,0.995,-1
dustinhershberger_twitter_f9f3f530,1,0.95,0.196,-1
dwanellington_twitter_54c856c9,1,0.0,0.995,-1
dwymonster_twitter_95ee518d,1,0.0,0.995,-1
dygrafi_twitter_e4203246,1,0.93,0.205,-1
dyzisaboy_twitter_68cb24bb,1,0.0,0.995,-1
eamrselim_twitter_e64b635f,1,0.0,0.995,-1
earthxplorer_twitter_d2164e6e,1,0.98,0.196,-1
ebaechler_twitter_13a3e0ec,1,0.0,0.995,-1
eboniife_twitter_6ba529bb,1,0.94,0.061,-1
edersonsandre_twitter_40a51b70,1,0.0,0.995,-1
edesonsouza_twitter_47d98416,1,0.96,0.226,-1
edmondwong_twitter_20b3e730,1,0.0,0.995,-1
edna_twitter_4043f2e2,1,0.96,0.114,-1
edsafin_twitter_48e6c4fe,1,0.0,0.995,-1
edscanlan_twitter_e8fd8f8e,1,0.94,0.405,-1
eduardohernandezcamacho_twitter_fbab3acb,1,0.92,0.05,-1
edwardanton_twitter_8023d850,1,0.91,0.069,-1
edwardloh_twitter_1b11869b,1,0.0,0.995,-1
efelippe_twitter_1e6d0fd4,1,0.95,0.57,-1
ehrok_twitter_741402f9,1,0.0,0.995,-1
ekafri_twitter_a931dc2e,1,0.92,0.394,-1
ekapol_twitter_ab7e2c2e,1,0.93,0.205,-1
ekiafoto_twitter_1e9f8267,1,0.91,0.995,-1
eladbs_twitter_c25597cb,1,0.88,0.137,-1
elbisnet_twitter_0ddd1727,1,0.94,0.137,-1
elchaninovstar_twitter_65d649b4,1,0.97,0.363,-1
elenakalis_twitter_2b609fb2,1,0.0,0.995,-1
elenamanzini_twitter_0e10cd47,1,0.95,0.289,-1
elenaperez_twitter_8babbb0b,1,0.92,0.133,-1
elenavelez_twitter_67cd0a55,1,0.0,0.995,-1
elerick_twitter_ff138f25,1,0.0,0.995,-1
elfolen_twitter_4781ed1e,1,0.92,0.203,-1
elianaca_twitter_65ffe607,1,0.0,0.99,-1
eliazu_twitter_d4a4006b,1,0.92,0.152,-1
eliezerdiaz_twitter_dfee71a0,1,0.0,0.995,-1
elisapicchiotti_twitter_9381e60a,1,0.0,0.995,-1
eliut_twitter_7bac7c25,1,0.0,0.995,-1
elki_twitter_62538ef3,1,0.94,0.087,-1
ellaclawley_twitter_429a8e4e,1,0.96,0.203,-1
elleiconlee_twitter_652343f4,1,0.9,0.248,-1
elleneinkauf_twitter_01a81fcd,1,0.95,0.021,-1
elliepotts_twitter_be65f5ba,1,0.96,0.289,-1
elmo_twitter_1eb34faf,1,0.0,0.995,-1
elreptar_twitter_32877a18,1,0.0,0.995,-1
elsander_twitter_cab25f9f,1,0.98,0.013,-1
eltounsi54_twitter_4af903d0,1,0.0,0.993,-1
emanuelepapi_twitter_60a25b6d,1,0.93,0.615,-1
emiarai_twitter_cb588b6f,1,0.0,0.995,-1
emiliofolgar_twitter_8edc8e4e,1,0.94,0.297,-1
emiloberg_twitter_992fa3db,1,0.93,0.106,-1
emilymulle_twitter_868c94b0,1,0.0,0.995,-1
emimatsushita_twitter_f5f1cd7b,1,0.0,0.995,-1
emmaruthbeer_twitter_376b09f0,1,0.0,0.995,-1
emredjan_twitter_9d19ee46,1,0.93,0.054,-1
enricodemitri_twitter_a75b39d8,1,0.0,0.995,-1
enricorossomando_twitter_a860ca72,1,0.92,0.436,-1
enricvega_twitter_57fe68e7,1,0.89,0.233,-1
enzomartinez_twitter_6199899f,1,0.0,0.995,-1
eole_twitter_390fd9f1,1,0.91,0.388,-1
eonsmiami_twitter_9e7024a6,1,0.93,0.073,-1
epuertas_twitter_3417f0b6,1,0.96,0.797,-1
erdelcroix_twitter_85f7e392,1,0.0,0.995,-1
erdemtuzen_twitter_51c05135,1,0.0,0.995,-1
erdisi_twitter_40c83189,1,0.0,0.995,-1
erdo_twitter_28274a51,1,0.0,0.995,-1
ericalynnyoung_twitter_d1ada060,1,0.91,0.268,-1
ericastella_twitter_65e57743,1,0.0,0.995,-1
ericavirtue_twitter_35629972,1,0.94,0.026,-1
ericbreece_twitter_f88de7f8,1,0.89,0.111,-1
ericepetersen_twitter_3c09a486,1,0.0,0.995,-1
ericlaurie_twitter_dfa7170f,1,0.92,0.943,-1
ericnojimd_twitter_cdd4246f,1,0.0,0.995,-1
erikaperugachi_twitter_6467d161,1,0.0,0.995,-1
erikdehkhoda_twitter_8e296b66,1,0.0,0.995,-1
erikmacpherson_twitter_c75dc507,1,0.0,0.995,-1
erikpt_twitter_a14c13bd,1,0.89,0.255,-1
erinlambert_twitter_13697f3c,1,0.94,0.183,-1
erinslick_twitter_455becfe,1,0.91,0.612,-1
erwinhuang_twitter_6251b934,1,0.93,0.476,-1
eryk_twitter_cfd060f6,1,0.97,0.645,-1
esmeraldabeautylounge_twitter_41e8c875,1,0.0,0.995,-1
estibalizcamara_twitter_5af63bde,1,0.94,0.485,-1
etthompson_twitter_644d7896,1,0.0,0.995,-1
eugenemartinez_twitter_929ca641,1,0.94,0.314,-1
eurekatek_twitter_d9cfdf02,1,0.0,0.995,-1
evandroarruda_twitter_67971377,1,0.93,0.073,-1
evandrooliveira_twitter_215a503f,1,0.92,0.268,-1
evandrosudre_twitter_b0259bf4,1,0.0,0.995,-1
evanschikarakara_twitter_c43af1c0,1,0.0,0.995,-1
fabianoalmeida_twitter_abca7bca,1,0.93,0.23,-1
fabienadouani_twitter_4d7cb7ac,1,0.93,0.322,-1
fabioj_twitter_10af93ff,1,0.0,0.992,-1
fabiolottino_twitter_695eef72,1,0.96,0.046,-1
fabrymondino_twitter_cb82274d,1,0.93,0.072,-1
fahads_twitter_157899b9,1,0.94,0.366,-1
faisalkhatib_twitter_eff04a89,1,0.0,0.995,-1
falana_twitter_76e40761,1,0.94,0.117,-1
fardeen_twitter_8a844baf,1,0.95,0.092,-1
fayeoakey_twitter_64978196,1,0.0,0.995,-1
fdavid_twitter_ab98504e,1,0.0,0.995,-1
fedsimonetti_twitter_64ff91b6,1,0.0,0.995,-1
feixiao_twitter_171b62c2,1,0.9,0.162,-1
felicelam_twitter_bd034eeb,1,0.89,0.216,-1
ferminpeluqueros_twitter_b4e93176,1,0.0,0.995,-1
fernandabh_twitter_8313d345,1,0.93,0.4,-1
fernandezdjr_twitter_1ea2a3da,1,0.91,0.487,-1
fernandoamezrafael_twitter_4e10115a,1,0.0,0.995,-1
fernandoescudero_twitter_88e3a7f9,1,0.0,0.995,-1
fernandogallardo_twitter_5e6cc5af,1,0.92,0.27,-1
ferrodino_twitter_aff22ad0,1,0.92,0.098,-1
fethiyegolgesiz_twitter_a51d650d,1,0.97,0.093,-1
fig_twitter_39b9bfbe,1,0.0,0.995,-1
finchfm_twitter_df282868,1,0.0,0.995,-1
fionagraham_twitter_9efc63ec,1,0.0,0.995,-1
firasbenhamida_twitter_09440163,1,0.0,0.995,-1
fireos_twitter_d68e6c7f,1,0.0,0.995,-1
firnas_twitter_51146571,1,0.0,0.995,-1
fitbodylife_twitter_a3483d3c,1,0.0,0.995,-1
fixelzero_twitter_22edb68c,1,0.0,0.995,-1
fjd_twitter_a9f8971d,1,0.99,0.081,-1
fleurmcgerr_twitter_eb0d7e0f,1,0.92,0.116,-1
flickeringember_twitter_de4aac5d,1,0.97,0.084,-1
flxbarth_twitter_e65d57e6,1,0.9,0.053,-1
flyzipper_twitter_32fd069a,1,0.0,0.995,-1
fmmor_twitter_e7b9519a,1,0.0,0.995,-1
fmrcastro_twitter_48a4960d,1,0.94,0.111,-1
followsound_twitter_c0aa49aa,1,0.9,0.166,-1
forevaimagescom_twitter_bcc3df80,1,0.0,0.995,-1
fotokiosk_twitter_d3f56001,1,0.89,0.053,-1
fotolory_twitter_ac569fbf,1,0.0,0.995,-1
fozterz_twitter_44160537,2,0.965,0.074,-1
fposati_twitter_98ee18b5,1,0.0,0.995,-1
fraidy_twitter_741bfa1a,1,0.0,0.995,-1
francescacampigli_twitter_5a5f0e56,1,0.92,0.111,-1
francescoalbano_twitter_1bb78100,1,0.94,0.093,-1
francescodendi_twitter_5edced70,1,0.92,0.292,-1
francescodilillo_twitter_7ce9ceb9,1,0.0,0.995,-1
francescomeani_twitter_be402cc1,1,0.95,0.021,-1
frankcarter_twitter_40f4e7d8,2,0.905,0.064,-1
frankneulichedl_twitter_ee6c564c,1,0.0,0.995,-1
franko_twitter_a1d5dda8,1,0.95,0.34,-1
frankpeter_twitter_fe0028b8,1,0.0,0.995,-1
frankrodriguez_twitter_d178fc5f,1,0.93,0.228,-1
franktraylor_twitter_e0f399de,1,0.94,0.292,-1
frankt_twitter_2a3e20c4,1,0.0,0.995,-1
frankyhp_twitter_f8304b94,1,0.0,0.995,-1
fransiskusariesa_twitter_b7534b52,1,0.0,0.994,-1
franziskakaterbaum_twitter_082881fb,1,0.94,0.25,-1
frayser_twitter_a6b4d55d,1,0.0,0.995,-1
frederickpolk_twitter_431fd50c,1,0.0,0.995,-1
fredriclandqvist_twitter_934a7749,1,1.0,0.357,-1
frijal_twitter_9899d705,1,0.0,0.995,-1
frogdiva_twitter_2c9b201c,1,0.92,0.289,-1
frosch03_twitter_d50400f7,1,0.0,0.995,-1
fsy_twitter_b350e7bd,1,0.0,0.995,-1
ftrujillo_twitter_12ec65ef,1,0.91,0.221,-1
fullo_twitter_a1093260,1,0.94,0.031,-1
fulltime_twitter_2333e77c,1,0.0,0.995,-1
funkycoda_twitter_01c5ba04,1,0.0,0.995,-1
fuzzy_twitter_b150a76a,1,0.0,0.995,-1
gabi_twitter_6c0c5fae,1,0.91,0.017,-1
gailgabrielle_twitter_0c4d4656,1,0.9,0.137,-1
gailobannon_twitter_0f2b7f25,1,0.92,0.214,-1
galobaro_twitter_13feb392,1,0.93,0.494,-1
galobart_twitter_ca32a55a,1,0.0,0.995,-1
ganant_twitter_1ae9c07d,1,0.0,0.995,-1
garthsmitman_twitter_311d8bd8,1,0.92,0.98,-1
garwinlu_twitter_d8d69dd9,1,0.0,0.995,-1
garyacers_twitter_386bbb86,1,0.91,0.164,-1
garyreed_twitter_3e88da9b,1,0.0,0.995,-1
gastonsz_twitter_3d1cb75b,1,0.0,0.995,-1
gavsouthern_twitter_6195cc35,2,0.925,0.33,-1
gcardona_twitter_0d5787da,1,0.0,0.995,-1
gege2ge_twitter_4611871a,1,0.0,0.995,-1
gemmaphelan_twitter_9ab09ba7,1,0.94,0.245,-1
gemsmaquillage_twitter_b1324236,1,0.0,0.995,-1
genosbil_twitter_d821c790,1,0.92,0.316,-1
gentra_twitter_e21a095f,1,0.0,0.995,-1
georgedearing_twitter_f3f64de2,1,0.94,0.233,-1
georgeferris_twitter_fb2b16a0,1,0.92,0.24,-1
georginalester_twitter_00258c5c,1,0.93,0.305,-1
gerhardheinrich_twitter_ec49bb26,1,0.92,0.416,-1
germanogurgel_twitter_9d49436a,1,0.0,0.995,-1
germer_twitter_4f47b309,1,0.0,0.995,-1
gerty_twitter_2fc132b6,1,0.0,0.995,-1
ghholtphotography_twitter_91143b56,1,0.95,0.273,-1
giacomoardesi_twitter_d0be852a,1,0.0,0.995,-1
giamarcs_twitter_60d36895,1,0.0,0.995,-1
giants5go5go5_twitter_3f5f6f89,1,0.0,0.995,-1
gilbertmc_twitter_a8082f45,1,0.0,0.995,-1
ginsonspeich_twitter_52190e4e,1,0.93,0.158,-1
giorgiopapallo_twitter_33278151,1,0.0,0.995,-1
giovaniricciardi_twitter_377c37a0,1,0.0,0.995,-1
giovinator_twitter_f8dc7b50,1,0.94,0.265,-1
giraudkd_twitter_9f9de9fe,1,0.0,0.995,-1
gisanders_twitter_e229cd56,1,0.96,0.366,-1
giselabeer_twitter_d2e3c760,1,0.0,0.995,-1
giulianoabate_twitter_1b4a323f,1,0.0,0.995,-1
giuseppeazzaro_twitter_ca961781,1,0.93,0.309,-1
gladtrejo_twitter_16871844,1,0.95,0.324,-1
gleamland_twitter_4031e865,1,0.0,0.992,-1
glemak_twitter_9e2b3b26,1,0.0,0.995,-1
glennthorpe_twitter_d64e04f0,1,0.0,0.995,-1
glfreelancegraphic_twitter_4d9e0da8,1,0.0,0.995,-1
globalpatriot_twitter_58c079b1,1,0.91,0.17,-1
globomarketing_twitter_d3f6645a,1,0.0,0.995,-1
gmlumpy_twitter_558eadb3,1,0.0,0.995,-1
gmpentaxfan_twitter_c5c5362e,1,0.0,0.995,-1
goace_twitter_81a47054,1,0.0,0.995,-1
godivaartstudio_twitter_564d55a6,1,0.0,0.995,-1
gomayara_twitter_080f01cf,1,0.92,0.116,-1
gonzalodroguett_twitter_d445103d,1,0.0,0.995,-1
gonzalofera_twitter_5149854d,1,0.0,0.995,-1
goodboyroy_twitter_1e280bef,1,0.0,0.995,-1
gordsellar_twitter_ddf0c13c,1,0.0,0.995,-1
gorguito_twitter_8b1f8e67,1,0.0,0.995,-1
gosiabem_twitter_31daa85b,1,0.0,0.995,-1
gotnur_twitter_a141058d,1,0.0,0.995,-1
gozdebalkan_twitter_e302cab2,1,0.94,0.114,-1
gracemassalanglois_twitter_5e2c0bcd,1,0.96,0.176,-1
greengeedivan_twitter_8ab2557c,1,0.0,0.995,-1
gregcarley_twitter_2ba8b01e,1,0.93,0.286,-1
greghyer_twitter_22ec54ac,1,0.92,0.25,-1
gregmcbride_twitter_7ec23311,1,0.0,0.995,-1
gregthurtle_twitter_3c3740d4,1,0.0,0.995,-1
grisoni77_twitter_097377ed,1,0.0,0.995,-1
gson_twitter_a966d1bc,1,0.0,0.995,-1
gtbundy_twitter_460e51a0,1,0.91,0.331,-1
guardic_twitter_c14078da,1,0.9,0.101,-1
guedadojacopomele_twitter_54ffce95,1,0.91,0.17,-1
guidocataldi_twitter_54832c22,1,0.94,0.037,-1
guillermoruiz24_twitter_0160f3be,1,0.96,0.031,-1
gurumef_twitter_61ef9610,1,0.0,0.995,-1
gusei_twitter_2087b8f3,1,0.0,0.995,-1
gustavoarias_twitter_54c0cdd5,1,0.0,0.995,-1
guycocker_twitter_b330a1df,1,0.92,0.342,-1
guysonecstasy_twitter_b846c333,1,0.0,0.995,-1
gvirtucio_twitter_0e90f22a,1,0.0,0.995,-1
gwalter_twitter_0c6dd10d,2,0.97,0.997,-1
gwynf_twitter_3d5c2458,1,0.0,0.995,-1
gwynnekostin_twitter_c623b300,1,0.93,0.487,-1
habuw_twitter_4a555da8,1,0.97,0.902,-1
hacen_twitter_0bed7b72,1,0.95,0.357,-1
hairboutiquecom_twitter_c5bf09b2,1,0.0,0.995,-1
haivo_twitter_bdd72100,1,0.0,0.995,-1
hakandahlstrom_twitter_9773d942,1,0.94,0.922,-1
halgarob_twitter_67d039d4,1,0.93,0.292,-1
halilkupeli_twitter_acae7c70,1,0.94,0.147,-1
hallyboost_twitter_6e6d3adb,1,0.94,0.01,-1
handmadejewelry_twitter_108df45b,1,0.0,0.995,-1
hanma_twitter_857c9d61,1,0.9,0.023,-1
hannoliiva_twitter_2eb1f948,1,0.0,0.995,-1
hansvaneijsden_twitter_ab317d1b,1,0.95,0.406,-1
harishsharma_twitter_cca3ead0,2,0.97,0.57,-1
harisrahman_twitter_1f7c8d1b,1,0.0,0.982,-1
harshit_twitter_cc982ff0,1,0.0,0.995,-1
harvest316_twitter_2e57cdc0,1,0.91,0.328,-1
hasanalikhattak_twitter_1b8c3961,1,0.0,0.995,-1
hayleyvu_twitter_5771cfe5,1,0.0,0.995,-1
hbeme_twitter_d4642ec2,1,0.96,0.449,-1
heartrepreneur_twitter_4c084163,1,0.94,0.273,-1
heartstrung_twitter_d96ea892,1,0.0,0.995,-1
heatherho_twitter_134146a4,1,0.96,0.205,-1
heathertorres_twitter_68535343,1,0.95,0.095,-1
hectorigual_twitter_5422ab63,1,0.99,0.173,-1
heilweil_twitter_a9fa6e13,1,0.0,0.995,-1
helka_twitter_d6b8047d,1,0.92,0.126,-1
henrikfohns_twitter_1cebd35f,1,0.0,0.993,-1
henspie_twitter_17aa669f,1,0.94,0.046,-1
hepekiz_twitter_702d2303,1,0.0,0.995,-1
hernancortes_twitter_844f2a68,1,0.95,0.051,-1
hflpjtrade_twitter_ec4057b9,1,0.0,0.995,-1
hillmiester_twitter_d1a14f7f,1,0.99,0.025,-1
hiredmyway_twitter_ae311bde,1,0.0,0.995,-1
hisforhome_twitter_b2a8cc12,1,0.0,0.994,-1
hishizaki_twitter_2fddf773,1,0.96,0.062,-1
hlh_twitter_7accfa24,1,0.95,0.413,-1
hogeslag_twitter_5e738c6b,1,0.94,0.203,-1
holleyjacobs_twitter_871a8a44,1,0.95,0.207,-1
hollyccarter_twitter_6e578e3f,1,0.0,0.995,-1
hollywoodpunk_twitter_26829078,1,0.91,0.36,-1
homesacrosstheworldcom_twitter_dc31cc66,1,0.0,0.995,-1
hookedonwax_twitter_b55ebb54,1,0.0,0.995,-1
hoosierteacher_twitter_d9ebc414,1,0.92,0.255,-1
hortovanyi_twitter_973c33d0,1,0.0,0.995,-1
hostels247_twitter_139daa85,1,0.0,0.995,-1
hotelcostanarejos_twitter_c1c0110c,1,0.0,0.995,-1
howielevy_twitter_0585d474,1,0.94,0.378,-1
hthaiwon_twitter_e0e5da0c,1,0.95,0.406,-1
huko_twitter_c299cad2,1,0.0,0.995,-1
humanlie_twitter_cd6c7d6a,1,0.0,0.995,-1
huzaifasial_twitter_60c82a39,1,0.0,0.995,-1
hyperbreed_twitter_a25e4ca0,1,0.0,0.995,-1
iabdulghani_twitter_7fa1eb79,1,0.91,0.515,-1
iamangelique_twitter_a92c5588,1,0.0,0.995,-1
iamlfb_twitter_4fb7edfc,1,0.0,0.995,-1
iamryno_twitter_1b4da683,1,0.94,0.334,-1
iancorless_twitter_17c5fdca,1,0.0,0.995,-1
ianedgar_twitter_85a15d06,1,0.0,0.995,-1
ianjamesdavies_twitter_f57dcb86,1,0.94,0.25,-1
iankath_twitter_953fc7cb,1,0.95,0.354,-1
ibulat_twitter_9fabb951,1,0.88,0.043,-1
idaperri_twitter_c09e48a1,1,0.95,0.245,-1
idaveml_twitter_28dd4888,1,0.94,0.319,-1
ideas4ios_twitter_c082de65,1,0.0,0.995,-1
idrialis_twitter_f1818d78,1,0.0,0.995,-1
idvaad_twitter_bcf2f056,1,0.0,0.995,-1
iesposito_twitter_47f18673,1,0.96,0.168,-1
ifabio_twitter_40e0cd7d,1,0.0,0.994,-1
ifeelitall_twitter_f25f9d35,1,0.0,0.995,-1
igorbotelho_twitter_5ab5d7a8,1,0.93,0.022,-1
igormitrovic_twitter_7fbdae41,1,0.92,0.345,-1
igoryok_twitter_1baf2792,1,0.0,0.995,-1
ihakkim_twitter_0c7ce0a3,1,0.92,0.068,-1
ihanna_twitter_c51554ab,1,0.97,0.258,-1
ilariadefilippo_twitter_ba5def50,1,0.0,0.995,-1
ilariapic_twitter_2cedd304,1,0.0,0.995,-1
ilario_twitter_68607ef1,1,0.9,0.214,-1
ileshshah_twitter_61110826,1,0.92,0.168,-1
ilkkakukkonen_twitter_ac550d7e,1,0.9,0.369,-1
illtrax_twitter_1a1d5e70,3,0.913,0.371,-1
ilpagliarino_twitter_8c55b8b8,1,0.0,0.995,-1
indietunes_twitter_e83631c5,1,0.0,0.995,-1
indumental_twitter_db63d9ae,1,0.0,0.993,-1
inesandres_twitter_e93a4891,1,0.96,0.995,-1
inigoparalle_twitter_b15aa013,1,0.0,0.995,-1
injction_twitter_c5f2fc9d,1,0.94,0.316,-1
intanrizky_twitter_235881d9,4,0.938,0.326,-1
intelligenius_twitter_54dcd23e,1,0.89,0.276,-1
intercer_twitter_48e5af44,1,0.96,0.16,-1
ipranab_twitter_00f852cc,1,0.0,0.995,-1
irecevic_twitter_c097f388,1,0.95,0.319,-1
irenegarmu_twitter_e484b227,1,0.94,0.086,-1
irenekimmel_twitter_ac98d11a,1,0.92,0.168,-1
irf_twitter_7f923eec,1,0.0,0.995,-1
irinaradchenko_twitter_30999e7b,1,0.9,0.15,-1
irinasouiki_twitter_4382bfa6,1,0.92,0.351,-1
irmazimmermann_twitter_8ec0bae6,1,0.0,0.995,-1
isaacadams_twitter_85f8654b,1,0.97,0.018,-1
isaacbf_twitter_1fce440a,1,0.0,0.995,-1
isaacsmith_twitter_5cc7dfdb,1,0.91,0.102,-1
isuruyapa_twitter_e0a9fd3c,1,0.0,0.995,-1
itsvitorgomes_twitter_58be4379,1,0.93,0.497,-1
iucnwani_twitter_ad8bb904,1,0.0,0.992,-1
ivanataylor_twitter_adc1ab37,1,0.92,0.388,-1
