model,calibrator,threshold,tp,fp,fn,tn,precision,recall,f1
rf,sigmoid,0.41000000000000003,1207,8129,0,453572,0.12928449014567267,1.0,0.22896708716684055
rf,sigmoid,0.42000000000000004,1207,8129,0,453572,0.12928449014567267,1.0,0.22896708716684055
rf,sigmoid,0.43,1207,8129,0,453572,0.12928449014567267,1.0,0.22896708716684055
rf,sigmoid,0.44,1207,8129,0,453572,0.12928449014567267,1.0,0.22896708716684055
rf,sigmoid,0.45,1207,8129,0,453572,0.12928449014567267,1.0,0.22896708716684055
rf,sigmoid,0.46,1207,8129,0,453572,0.12928449014567267,1.0,0.22896708716684055
rf,sigmoid,0.47000000000000003,1207,8129,0,453572,0.12928449014567267,1.0,0.22896708716684055
rf,sigmoid,0.48000000000000004,1207,8129,0,453572,0.12928449014567267,1.0,0.22896708716684055
rf,sigmoid,0.49,1207,8129,0,453572,0.12928449014567267,1.0,0.22896708716684055
rf,sigmoid,0.5,1207,8129,0,453572,0.12928449014567267,1.0,0.22896708716684055
extra_trees,isotonic,0.01,1207,8127,0,453574,0.12931219198628668,1.0,0.22901053031021726
extra_trees,isotonic,0.02,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,isotonic,0.03,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.04,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.05,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.060000000000000005,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.06999999999999999,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.08,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.09,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.09999999999999999,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.11,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.12,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.13,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.14,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.15000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.16,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.17,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.18000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.19,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.2,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.21000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.22,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.23,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.24000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.25,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.26,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.27,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.28,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.29000000000000004,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.3,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.31,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.32,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.33,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.34,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.35000000000000003,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.36000000000000004,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.37,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.38,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.39,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.4,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.41000000000000003,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.42000000000000004,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.43,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.44,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.45,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.46,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.47000000000000003,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.48000000000000004,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.49,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,isotonic,0.5,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.01,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.02,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.03,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.04,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.05,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.060000000000000005,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.06999999999999999,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.08,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.09,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.09999999999999999,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.11,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.12,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
extra_trees,sigmoid,0.13,1133,6645,74,455056,0.1456672666495243,0.9386909693454847,0.2521981079577073
extra_trees,sigmoid,0.14,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.15000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.16,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.17,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.18000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.19,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.2,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.21000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.22,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.23,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.24000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.25,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.26,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.27,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.28,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.29000000000000004,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.3,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.31,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.32,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.33,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.34,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.35000000000000003,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.36000000000000004,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.37,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.38,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.39,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.4,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.41000000000000003,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.42000000000000004,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.43,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.44,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.45,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.46,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.47000000000000003,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.48000000000000004,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.49,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
extra_trees,sigmoid,0.5,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
