model,calibrator,threshold,tp,fp,fn,tn,precision,recall,f1
gb,sigmoid,0.43,1058,1341,149,460360,0.441017090454356,0.8765534382767192,0.5867997781475319
gb,sigmoid,0.44,1058,1341,149,460360,0.441017090454356,0.8765534382767192,0.5867997781475319
gb,sigmoid,0.45,1058,1341,149,460360,0.441017090454356,0.8765534382767192,0.5867997781475319
gb,sigmoid,0.46,1058,1341,149,460360,0.441017090454356,0.8765534382767192,0.5867997781475319
gb,sigmoid,0.47000000000000003,1058,1341,149,460360,0.441017090454356,0.8765534382767192,0.5867997781475319
gb,sigmoid,0.48000000000000004,1058,1341,149,460360,0.441017090454356,0.8765534382767192,0.5867997781475319
gb,sigmoid,0.49,1058,1341,149,460360,0.441017090454356,0.8765534382767192,0.5867997781475319
gb,sigmoid,0.5,1058,1341,149,460360,0.441017090454356,0.8765534382767192,0.5867997781475319
rf,isotonic,0.01,1207,8128,0,453573,0.12929833958221745,1.0,0.22898880667804972
rf,isotonic,0.02,1205,7986,2,453715,0.13110651724513112,0.9983429991714996,0.23177534141180997
rf,isotonic,0.03,1058,1341,149,460360,0.441017090454356,0.8765534382767192,0.5867997781475319
rf,isotonic,0.04,1058,1341,149,460360,0.441017090454356,0.8765534382767192,0.5867997781475319
rf,isotonic,0.05,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.060000000000000005,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.06999999999999999,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.08,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.09,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.09999999999999999,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.11,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.12,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.13,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.14,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.15000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.16,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.17,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.18000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.19,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.2,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.21000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.22,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.23,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
rf,isotonic,0.24000000000000002,986,0,221,461701,1.0,0.8169014084507042,0.8992248062015504
