experiment,scenario,seed,t_m,t_r,c_promote,c_demote,val_cost,objective_val_cost,test_TP,test_FP,test_FN,test_REVIEW,test_precision,test_recall,test_F1,test_cost,runtime_seconds
r3,custom,7,0.999,0.5,0.956991153679694,0.1008118817453067,1114.02,398.02,6689,66,1565,1123,0.9902,0.7623,0.8614,3482.46,0.601937
r3,custom,42,0.999,0.5006881499197106,0.956903732368641,0.23854691629496438,1114.02,398.02,6689,66,1565,1123,0.9902,0.7623,0.8614,3482.46,0.642467
r3,custom,123,0.999,0.5,0.9570036872245071,0.0,1104.18,388.18,6689,66,1545,1170,0.9902,0.7623,0.8614,3443.4,0.531258
r3,custom,999,0.999,0.5082460164348775,0.9561245224549983,0.6142775913961592,1114.02,398.02,6690,66,1565,1121,0.9902,0.7624,0.8615,3482.42,0.644239
r3,custom,2025,0.999,0.5,0.9561715029609716,0.20365568115605853,1114.02,398.02,6690,66,1565,1122,0.9902,0.7624,0.8615,3482.44,0.58285
