experiment,scenario,seed,t_m,t_r,c_promote,c_demote,val_cost,objective_val_cost,test_TP,test_FP,test_FN,test_REVIEW,test_precision,test_recall,test_F1,test_cost,runtime_seconds
r3,A_current,7,0.999,0.5222196122079251,0.9570813226909884,0.12170055141556829,559.02,201.02,6689,66,1565,1120,0.9902,0.7623,0.8614,1917.4,0.675131
r3,A_current,42,0.999,0.5245343224784942,0.9569910579356179,0.5122430914347422,559.02,201.02,6689,66,1565,1120,0.9902,0.7623,0.8614,1917.4,0.607088
r3,A_current,123,0.9933324932780879,0.5321550865559213,0.9562240113075438,0.5188141506562649,559.02,201.02,6690,66,1565,1119,0.9902,0.7624,0.8615,1917.38,0.610104
r3,A_current,999,0.999,0.52618394418487,0.9561245224549983,0.5479765695303427,559.02,201.02,6690,66,1565,1119,0.9902,0.7624,0.8615,1917.38,0.540588
r3,A_current,2025,0.9959092003576467,0.5185687721287136,0.9561179888160668,0.24373739238422684,559.02,201.02,6690,66,1565,1119,0.9902,0.7624,0.8615,1917.38,0.675694
