experiment,scenario,seed,t_m,t_r,c_promote,c_demote,val_cost,objective_val_cost,test_TP,test_FP,test_FN,test_REVIEW,test_precision,test_recall,test_F1,test_cost,runtime_seconds
r1,A_current,7,0.999,0.8311606461348795,0.956129799442251,0.32820627968985483,542.28,184.28,6620,65,1361,32190,0.9903,0.7544,0.8564,2329.8,0.367105
r1,A_current,42,0.999,0.8089645696535245,0.9560754153400112,0.6463749298178812,541.44,183.44,6620,65,1368,31833,0.9903,0.7544,0.8564,2329.66,0.349645
r1,A_current,123,0.999,0.7910222299131593,0.9566881293852584,0.6422446270335884,541.62,183.62,6619,65,1367,31913,0.9903,0.7543,0.8563,2330.26,0.3683
r1,A_current,999,0.999,0.8312684806189347,0.956951473696239,0.6459217930892283,541.42,183.42000000000002,6619,65,1368,31824,0.9903,0.7543,0.8563,2329.48,0.373572
r1,A_current,2025,0.999,0.8179785970139706,0.9570222435006955,0.6463747722055185,541.44,183.44,6619,65,1368,31829,0.9903,0.7543,0.8563,2329.58,0.327441
