experiment,scenario,seed,t_m,t_r,c_promote,c_demote,val_cost,objective_val_cost,test_TP,test_FP,test_FN,test_REVIEW,test_precision,test_recall,test_F1,test_cost,runtime_seconds
r3,A_current,7,0.9899641630451106,0.5,0.9505603215560442,0.32732127509891373,572.38,214.38,6712,79,1604,933,0.9884,0.7649,0.8624,2017.66,0.622931
r3,A_current,42,0.999,0.5,0.9508160258569858,0.4184208174356183,572.38,214.38,6711,79,1604,934,0.9884,0.7648,0.8623,2017.68,0.665618
r3,A_current,123,0.999,0.5,0.9511359956637583,0.0,567.54,209.54,6711,78,1583,983,0.9885,0.7648,0.8624,1992.66,0.631323
r3,A_current,999,0.996429402228668,0.5,0.9504854315065687,0.5698846138234969,572.38,214.38,6711,79,1604,934,0.9884,0.7648,0.8623,2017.68,0.623713
r3,A_current,2025,0.9165291539155154,0.5,0.9512412742770938,0.26151906960628973,586.38,228.38,6851,95,1602,781,0.9863,0.7807,0.8716,2092.62,0.565891
