experiment,scenario,seed,generation,objective_val_cost,val_cost,t_m,t_r,c_promote,c_demote
r3,A_current,7,0,278.74,636.74,0.9904,0.8208,0.9388,0.314
r3,A_current,7,1,230.44,588.44,0.9178,0.52,0.9724,0.5861
r3,A_current,7,2,230.44,588.44,0.9178,0.52,0.9724,0.5861
r3,A_current,7,3,216.26,574.26,0.9971,0.5407,0.9506,0.344
r3,A_current,7,4,216.26,574.26,0.9971,0.5407,0.9506,0.344
r3,A_current,7,5,216.26,574.26,0.9971,0.5407,0.9506,0.344
r3,A_current,7,6,216.26,574.26,0.9971,0.5407,0.9506,0.344
r3,A_current,7,7,216.26,574.26,0.9971,0.5407,0.9506,0.344
r3,A_current,7,8,216.26,574.26,0.9971,0.5407,0.9506,0.344
r3,A_current,7,9,216.26,574.26,0.9971,0.5407,0.9506,0.344
r3,A_current,7,10,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,11,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,12,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,13,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,14,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,15,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,16,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,17,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,18,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,19,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,20,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,21,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,22,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,23,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,24,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,25,214.38,572.38,0.99,0.5,0.9506,0.3273
