experiment,scenario,seed,generation,objective_val_cost,val_cost,t_m,t_r,c_promote,c_demote
r3,A_current,7,26,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,27,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,28,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,29,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,30,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,31,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,32,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,33,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,34,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,35,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,36,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,37,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,38,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,7,39,214.38,572.38,0.99,0.5,0.9506,0.3273
r3,A_current,42,0,234.0,592.0,0.913,0.5495,0.9638,0.2385
r3,A_current,42,1,216.52,574.52,0.9957,0.5495,0.9665,0.4909
r3,A_current,42,2,216.4,574.4,0.9957,0.5495,0.9597,0.4428
r3,A_current,42,3,216.26,574.26,0.9957,0.5495,0.9512,0.2318
r3,A_current,42,4,214.6,572.6,0.9916,0.5,0.9618,0.4184
r3,A_current,42,5,214.58,572.58,0.9916,0.5,0.9616,0.4184
r3,A_current,42,6,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,7,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,8,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,9,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,10,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,11,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,12,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,13,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,14,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,15,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,16,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,17,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,18,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,19,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,20,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,21,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,22,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,23,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,24,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,25,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,26,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,27,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,28,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,29,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,30,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,31,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,32,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,33,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,34,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,35,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,36,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,37,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,38,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,42,39,214.38,572.38,0.999,0.5,0.9508,0.4184
r3,A_current,123,0,230.34,588.34,0.9461,0.5828,0.9614,0.5675
r3,A_current,123,1,216.52,574.52,0.9908,0.5322,0.9655,0.1575
r3,A_current,123,2,216.26,574.26,0.9859,0.5676,0.9511,0.0667
r3,A_current,123,3,214.64,572.64,0.9908,0.5,0.9655,0.1575
r3,A_current,123,4,214.38,572.38,0.9908,0.5,0.951,0.0773
r3,A_current,123,5,214.38,572.38,0.9908,0.5,0.951,0.0773
r3,A_current,123,6,214.38,572.38,0.9908,0.5,0.951,0.0773
r3,A_current,123,7,214.38,572.38,0.9908,0.5,0.951,0.0773
r3,A_current,123,8,214.38,572.38,0.9908,0.5,0.951,0.0773
r3,A_current,123,9,214.38,572.38,0.9908,0.5,0.951,0.0773
r3,A_current,123,10,214.38,572.38,0.9908,0.5,0.951,0.0773
r3,A_current,123,11,214.38,572.38,0.9908,0.5,0.951,0.0773
r3,A_current,123,12,214.38,572.38,0.9908,0.5,0.951,0.0773
r3,A_current,123,13,214.38,572.38,0.9908,0.5,0.951,0.0773
r3,A_current,123,14,214.38,572.38,0.9908,0.5,0.951,0.0773
r3,A_current,123,15,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,16,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,17,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,18,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,19,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,20,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,21,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,22,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,23,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,24,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,25,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,26,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,27,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,28,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,29,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,30,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,31,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,32,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,33,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,34,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,35,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,36,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,37,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,38,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,123,39,209.54,567.54,0.999,0.5,0.9511,0.0
r3,A_current,999,0,233.96,591.96,0.9109,0.5576,0.9561,0.5856
r3,A_current,999,1,233.96,591.96,0.9109,0.5576,0.9561,0.5856
r3,A_current,999,2,230.62,588.62,0.9587,0.5576,0.9791,0.5856
r3,A_current,999,3,216.56,574.56,0.9836,0.5388,0.9696,0.6084
r3,A_current,999,4,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,5,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,6,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,7,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,8,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,9,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,10,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,11,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,12,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,13,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,14,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,15,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,16,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,17,216.26,574.26,0.9964,0.5576,0.9505,0.5699
r3,A_current,999,18,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,19,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,20,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,21,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,22,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,23,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,24,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,25,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,26,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,27,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,28,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,29,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,30,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,31,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,32,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,33,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,34,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,35,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,36,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,37,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,38,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,999,39,214.38,572.38,0.9964,0.5,0.9505,0.5699
r3,A_current,2025,0,231.06,589.06,0.9165,0.5614,0.987,0.2543
r3,A_current,2025,1,230.44,588.44,0.9165,0.563,0.9729,0.2543
r3,A_current,2025,2,230.36,588.36,0.9165,0.5841,0.9663,0.2933
r3,A_current,2025,3,230.26,588.26,0.9165,0.5614,0.9512,0.2615
r3,A_current,2025,4,230.26,588.26,0.9165,0.5614,0.9512,0.2615
r3,A_current,2025,5,230.26,588.26,0.9165,0.5614,0.9512,0.2615
r3,A_current,2025,6,230.26,588.26,0.9165,0.5614,0.9512,0.2615
r3,A_current,2025,7,230.26,588.26,0.9165,0.5614,0.9512,0.2615
r3,A_current,2025,8,230.26,588.26,0.9165,0.5614,0.9512,0.2615
r3,A_current,2025,9,230.26,588.26,0.9165,0.5614,0.9512,0.2615
r3,A_current,2025,10,230.26,588.26,0.9165,0.5614,0.9512,0.2615
r3,A_current,2025,11,230.26,588.26,0.9165,0.5614,0.9512,0.2615
r3,A_current,2025,12,230.26,588.26,0.9165,0.5614,0.9512,0.2615
r3,A_current,2025,13,230.26,588.26,0.9165,0.5614,0.9512,0.2615
r3,A_current,2025,14,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,15,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,16,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,17,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,18,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,19,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,20,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,21,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,22,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,23,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,24,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,25,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,26,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,27,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,28,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,29,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,30,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,31,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,32,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,33,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,34,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,35,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,36,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,37,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,38,228.38,586.38,0.9165,0.5,0.9512,0.2615
r3,A_current,2025,39,228.38,586.38,0.9165,0.5,0.9512,0.2615
