epoch,train_loss,calibration_average_precision,learning_rate,elapsed_seconds,checkpoint_improved
1,0.12408117474752482,0.8791160964392051,0.0009972609476841367,1.0724557999055833,True
2,0.062481046297270124,0.8947938134573078,0.0009890738003669028,0.9976743999868631,True
3,0.03934955687258949,0.90476290200823,0.0009755282581475768,0.9842878999188542,True
4,0.028279006396016437,0.9121677112692029,0.0009567727288213003,1.0164682001341134,True
5,0.02311529906143899,0.9172876445111185,0.0009330127018922195,0.89978490001522,True
6,0.020269201141672563,0.9212893315279768,0.0009045084971874739,1.003413800150156,True
7,0.01822706069348082,0.9245412656828225,0.0008715724127386972,1.0071998999919742,True
8,0.017006550409712193,0.9272087634264565,0.0008345653031794292,1.156419500010088,True
9,0.01602695751061655,0.9293895484392013,0.0007938926261462366,1.0295806999783963,True
10,0.01548920958112076,0.9311022205924183,0.00075,1.2114156999159604,True
11,0.014899979189246616,0.9323554866759695,0.0007033683215379003,1.0540322000160813,True
12,0.014436794049047977,0.9332299693001143,0.0006545084971874739,0.9181150000076741,True
13,0.014134423665890839,0.9339353106244331,0.0006039558454088797,1.019806999946013,True
14,0.013940057827909065,0.9344612606113201,0.0005522642316338269,1.025067799957469,True
15,0.01368016133065327,0.9348639709859795,0.0005000000000000002,1.009737699991092,True
16,0.0133076227952265,0.9352862391402723,0.0004477357683661734,1.0580308001954108,True
17,0.013173252638726478,0.9356303784267489,0.00039604415459112036,1.0304686999879777,True
18,0.013026180172942327,0.935961371068484,0.0003454915028125264,0.9860835999716073,True
19,0.012916116574416766,0.9361949615700207,0.0002966316784621,1.116126999957487,True
20,0.013093677565718892,0.9363965123950156,0.00025000000000000017,0.9522875999100506,True
21,0.012668109047793613,0.9365732769353746,0.00020610737385376354,1.0574612999334931,True
22,0.012743767575923156,0.9367019349482512,0.00016543469682057108,1.0398392998613417,True
23,0.012568273595067845,0.9367909651201239,0.00012842758726130298,1.083286799956113,True
24,0.012579206383468388,0.9368368029488865,9.549150281252637e-05,0.8273902998771518,True
25,0.012736530304572377,0.9368926575050259,6.698729810778068e-05,1.0091711999848485,True
26,0.012592410232763192,0.9369190683386991,4.322727117869953e-05,1.0306059999857098,True
27,0.012476164504101925,0.936911244951883,2.447174185242324e-05,1.2430706999730319,False
28,0.012401668460829395,0.9369041590178552,1.092619963309716e-05,1.1764130000956357,False
29,0.01256640582054827,0.9369386141927081,2.7390523158633003e-06,1.0655443000141531,True
30,0.012525484031737335,0.9369659384111035,0.0,0.980435200035572,True
