"run_name","random_neg_ratio","hard_neg_ratio","seed","score","val_ap","val_auc","val_f1","test_ap","test_auc","test_f1","test_precision","test_recall","self_pairs","train_val_overlap","train_test_overlap","val_test_overlap"
"r075_h200_s42","0.75","2.0","42","0.9597864533183631","0.9766222522767141","0.9708973157971532","0.9317913618126032","0.9778685582076555","0.9712508800546605","0.9316229257384959","0.9630170316301703","0.9022110781855482","0","0","0","0"
"r075_h250_s42","0.75","2.5","42","0.9597864533183631","0.9766222522767141","0.9708973157971532","0.9317913618126032","0.9778685582076555","0.9712508800546605","0.9316229257384959","0.9630170316301703","0.9022110781855482","0","0","0","0"
"r100_h200_s42","1.0","2.0","42","0.9584456133461265","0.9735496882797208","0.9720809532711036","0.9312344656172328","0.9749803860331363","0.972668487664743","0.9316682375117813","0.964155084125823","0.9012992933667654","0","0","0","0"
"r100_h250_s42","1.0","2.5","42","0.9584456133461265","0.9735496882797208","0.9720809532711036","0.9312344656172328","0.9749803860331363","0.972668487664743","0.9316682375117813","0.964155084125823","0.9012992933667654","0","0","0","0"
"r125_h200_s42","1.25","2.0","42","0.9567963662409199","0.9706468325298094","0.9722348947370939","0.9301666075859625","0.9723946949477967","0.9731285963096561","0.9315004112325226","0.9612027158098934","0.9035787554137223","0","0","0","0"
"r150_h200_s42","1.5","2.0","42","0.9559369838338414","0.9687571979703008","0.9726216201494332","0.9299197734780557","0.9701692241519962","0.9739267016765579","0.930576764947727","0.9600096946194862","0.9028949167996353","0","0","0","0"
