epoch,train_loss,calibration_average_precision,learning_rate,elapsed_seconds,checkpoint_improved
1,0.08600268916358238,0.8825631550266031,0.0009045084971874737,0.9410463999956846,True
2,0.042526316603187946,0.9081735354005275,0.0006545084971874737,0.8878823998384178,True
3,0.02994593336984222,0.9143415939098709,0.00034549150281252633,1.2067041001282632,True
4,0.024514152370101162,0.9180609368080648,9.549150281252633e-05,1.05781690008007,True
5,0.02284267745285957,0.9203815930679836,0.0,0.9520093998871744,True
