source_id,source_platform,rank,target_id,target_platform,fused_cosine,clip_cosine,face_cosine,clip_l2,face_l2,is_same_person
amrinlong,twitter,9,joecayetano,twitter,0.822308,0.797856,0.84676,0.635837,0.553607,False
amrinlong,twitter,10,astav,twitter,0.820158,0.811478,0.828838,0.614039,0.585084,False
amrinlong,twitter,11,emiarai,twitter,0.819752,0.80844,0.831065,0.618968,0.581266,False
amrinlong,twitter,12,coreyjo,twitter,0.819401,0.791275,0.847526,0.646103,0.55222,False
amrinlong,twitter,13,rubenmascarophotography,twitter,0.818218,0.792696,0.84374,0.643901,0.559035,False
amrinlong,twitter,14,daeshinkim,twitter,0.818169,0.798248,0.838089,0.63522,0.569053,False
amrinlong,twitter,15,pandafoodie,twitter,0.816686,0.782151,0.851221,0.660075,0.545488,False
amrinlong,twitter,16,bioanarchism,twitter,0.816458,0.788195,0.844722,0.650854,0.557276,False
amrinlong,twitter,17,betooliveira,twitter,0.815301,0.774819,0.855782,0.67109,0.537062,False
amrinlong,twitter,18,darleenepowells,twitter,0.814868,0.797292,0.832443,0.636723,0.578891,False
amrinlong,twitter,19,briannagami,twitter,0.81462,0.79879,0.83045,0.634366,0.582322,False
amrinlong,twitter,20,madgrin,twitter,0.813822,0.796556,0.831088,0.637878,0.581227,False
amyhadiastuti,twitter,1,gabi,twitter,0.572978,0.677763,0.468193,0.802792,1.031317,False
amyhadiastuti,twitter,2,ramizahrahman,twitter,0.54092,0.808789,0.273051,0.618402,1.205777,False
amyhadiastuti,twitter,3,alleliaspili,twitter,0.53906,0.745561,0.332558,0.713357,1.155372,False
amyhadiastuti,twitter,4,auliazahra,twitter,0.521775,0.749363,0.294186,0.708007,1.188119,False
amyhadiastuti,twitter,5,chertanchico,twitter,0.514965,0.763171,0.26676,0.688229,1.210983,False
amyhadiastuti,twitter,6,rahmatmh,twitter,0.512435,0.7575,0.26737,0.69642,1.210479,False
amyhadiastuti,twitter,7,phi303,twitter,0.510074,0.603917,0.416232,0.890038,1.080526,False
amyhadiastuti,twitter,8,intanrizky,twitter,0.506957,0.752542,0.261373,0.703503,1.215423,False
amyhadiastuti,twitter,9,jillian,twitter,0.497389,0.711402,0.283377,0.759735,1.197183,False
amyhadiastuti,twitter,10,daveballesteros,twitter,0.496489,0.678879,0.314098,0.8014,1.17124,False
amyhadiastuti,twitter,11,ajma,twitter,0.496027,0.63282,0.359235,0.856948,1.132047,False
amyhadiastuti,twitter,12,mrbambang,twitter,0.474899,0.696186,0.253613,0.779505,1.221791,False
amyhadiastuti,twitter,13,sonnyellar,twitter,0.465124,0.711509,0.21874,0.759594,1.250008,False
amyhadiastuti,twitter,14,kevinmichaelr,twitter,0.461817,0.551677,0.371958,0.946914,1.120752,False
amyhadiastuti,twitter,15,linji,twitter,0.458309,0.71975,0.196869,0.748665,1.267384,False
amyhadiastuti,twitter,16,marissahughes,twitter,0.448117,0.719697,0.176538,0.748737,1.283325,False
amyhadiastuti,twitter,17,marisasabatini,twitter,0.441463,0.685398,0.197528,0.793224,1.266864,False
amyhadiastuti,twitter,18,christinema,twitter,0.43812,0.505532,0.370708,0.994453,1.121867,False
amyhadiastuti,twitter,19,melissagonzales,twitter,0.433223,0.646063,0.220383,0.841352,1.248693,False
amyhadiastuti,twitter,20,dayveeka,twitter,0.432674,0.748808,0.11654,0.708791,1.329255,False
amyripplinger,twitter,1,catturner,twitter,0.823394,0.716622,0.930166,0.752832,0.373723,False
amyripplinger,twitter,2,niuz,twitter,0.818036,0.69919,0.936882,0.775642,0.355298,False
amyripplinger,twitter,3,judicaellevalin,twitter,0.815698,0.69129,0.940106,0.785761,0.346105,False
amyripplinger,twitter,4,emilymulle,twitter,0.814115,0.692852,0.935378,0.78377,0.359506,False
amyripplinger,twitter,5,louised,twitter,0.806602,0.675034,0.938171,0.806184,0.351651,False
amyripplinger,twitter,6,cnicely,twitter,0.803909,0.681664,0.926153,0.797917,0.38431,False
amyripplinger,twitter,7,lemihacioglu,twitter,0.800475,0.653845,0.947106,0.832052,0.325251,False
amyripplinger,twitter,8,alexandrakozlova,twitter,0.799827,0.652939,0.946715,0.83314,0.32645,False
amyripplinger,twitter,9,zahagc,twitter,0.799602,0.675598,0.923606,0.805484,0.390881,False
amyripplinger,twitter,10,kristysvihlikova,twitter,0.79903,0.652008,0.946052,0.834257,0.328475,False
amyripplinger,twitter,11,julieraesandifer,twitter,0.793271,0.649295,0.937247,0.837502,0.354268,False
amyripplinger,twitter,12,colinmaddox,twitter,0.792567,0.65771,0.927423,0.827393,0.380991,False
amyripplinger,twitter,13,esmeraldabeautylounge,twitter,0.792247,0.657648,0.926845,0.827469,0.382504,False
amyripplinger,twitter,14,mariamjameel,twitter,0.791077,0.641294,0.94086,0.847002,0.343918,False
amyripplinger,twitter,15,tatianaavdjiev,twitter,0.790611,0.627724,0.953498,0.862875,0.304965,False
amyripplinger,twitter,16,joyvalencia,twitter,0.789552,0.639223,0.939881,0.849444,0.346754,False
amyripplinger,twitter,17,tuyetanh,twitter,0.78866,0.636979,0.940341,0.852082,0.345423,False
amyripplinger,twitter,18,leiah,twitter,0.787865,0.626199,0.94953,0.86464,0.31771,False
amyripplinger,twitter,19,micampioni,twitter,0.785506,0.649635,0.921377,0.837096,0.396543,False
amyripplinger,twitter,20,developit,twitter,0.783665,0.640354,0.926976,0.848111,0.382162,False
amyrogers,twitter,1,mariamartinez,twitter,0.597543,0.79838,0.396706,0.635012,1.098448,False
amyrogers,twitter,2,gemmaphelan,twitter,0.577151,0.851404,0.302898,0.545153,1.180764,False
amyrogers,twitter,3,shaymfa,twitter,0.561664,0.817533,0.305794,0.604097,1.178309,False
amyrogers,twitter,4,tapps,twitter,0.561114,0.793061,0.329167,0.643333,1.158303,False
amyrogers,twitter,5,adrianatoriz,twitter,0.559672,0.789037,0.330305,0.649558,1.15732,False
amyrogers,twitter,6,khannings,twitter,0.552693,0.806751,0.298635,0.62169,1.184369,False
amyrogers,twitter,7,rheyankaj,twitter,0.547778,0.848214,0.247342,0.550974,1.226913,False
amyrogers,twitter,8,dianaantholis,twitter,0.543215,0.801388,0.285042,0.630258,1.195791,False
amyrogers,twitter,9,catinamurillo,twitter,0.540947,0.862225,0.219668,0.524929,1.249265,False
amyrogers,twitter,10,dkakaiya,twitter,0.537605,0.813473,0.261737,0.610781,1.215124,False
amyrogers,twitter,11,susanrapp,twitter,0.533215,0.840989,0.22544,0.563935,1.244637,False
amyrogers,twitter,12,heartrepreneur,twitter,0.529823,0.713858,0.345788,0.756494,1.143864,False
amyrogers,twitter,13,beapaxson,twitter,0.527522,0.827354,0.227691,0.587616,1.242827,False
amyrogers,twitter,14,elenaperez,twitter,0.527035,0.827242,0.226827,0.587807,1.243521,False
amyrogers,twitter,15,michellemcivor,twitter,0.524644,0.850573,0.198714,0.546677,1.265927,False
amyrogers,twitter,16,idaperri,twitter,0.523212,0.870609,0.175815,0.508707,1.283889,False
amyrogers,twitter,17,alexiakalfaian,twitter,0.522911,0.834276,0.211545,0.575716,1.255751,False
amyrogers,twitter,18,sanahsayani,twitter,0.522664,0.827762,0.217566,0.586922,1.250947,False
amyrogers,twitter,19,andriatriv,twitter,0.522361,0.855464,0.189257,0.537654,1.273376,False
amyrogers,twitter,20,sommercollier,twitter,0.521428,0.840824,0.202032,0.564227,1.263304,False
amyturman,twitter,1,daniellekogan,twitter,0.900872,0.859265,0.942479,0.530537,0.339178,False
amyturman,twitter,2,ilariadefilippo,twitter,0.8913,0.822063,0.960536,0.596552,0.28094,False
amyturman,twitter,3,sorayasantos,twitter,0.889858,0.814633,0.965082,0.608879,0.264266,False
amyturman,twitter,4,kristinrichey,twitter,0.887531,0.829529,0.945533,0.583902,0.330052,False
amyturman,twitter,5,santayanapower,twitter,0.885591,0.813228,0.957954,0.611182,0.289986,False
amyturman,twitter,6,raquelsotollacer,twitter,0.88518,0.835984,0.934376,0.57274,0.36228,False
amyturman,twitter,7,natbuehler,twitter,0.883137,0.818842,0.947432,0.601927,0.324247,False
amyturman,twitter,8,barbaraparolini,twitter,0.882545,0.805176,0.959915,0.624218,0.283142,False
amyturman,twitter,9,rachelrvincent,twitter,0.881708,0.814957,0.948458,0.608347,0.321066,False
amyturman,twitter,10,tomromano,twitter,0.88066,0.804039,0.95728,0.626036,0.292302,False
amyturman,twitter,11,juanramar,twitter,0.878539,0.798641,0.958437,0.634601,0.288315,False
amyturman,twitter,12,kateylee,twitter,0.877683,0.799291,0.956074,0.633575,0.296397,False
amyturman,twitter,13,leiah,twitter,0.877217,0.807123,0.947311,0.621092,0.32462,False
amyturman,twitter,14,developit,twitter,0.877134,0.793994,0.960274,0.641881,0.281873,False
amyturman,twitter,15,elenavelez,twitter,0.876377,0.796273,0.956482,0.638322,0.29502,False
amyturman,twitter,16,ligiaadam,twitter,0.874681,0.805748,0.943614,0.6233,0.335817,False
amyturman,twitter,17,lisamackay,twitter,0.874591,0.793036,0.956146,0.643372,0.296157,False
amyturman,twitter,18,avalon1982,twitter,0.874072,0.803193,0.944951,0.627387,0.331809,False
amyturman,twitter,19,austrazubkovs,twitter,0.873696,0.857277,0.890114,0.534271,0.468798,False
amyturman,twitter,20,crossleykim,twitter,0.872629,0.782782,0.962477,0.659118,0.273946,False
anamagal,twitter,1,ackleysuicide,twitter,0.879951,0.84086,0.919041,0.564164,0.40239,False
anamagal,twitter,2,alexandrakozlova,twitter,0.842372,0.732834,0.95191,0.730981,0.310128,False
anamagal,twitter,3,misstammyum,twitter,0.839537,0.752515,0.92656,0.703541,0.383249,False
anamagal,twitter,4,judicaellevalin,twitter,0.834333,0.708864,0.959802,0.763067,0.283541,False
anamagal,twitter,5,tuyetanh,twitter,0.829876,0.699829,0.959922,0.774817,0.283117,False
anamagal,twitter,6,romybeatwriter,twitter,0.82683,0.691393,0.962267,0.785629,0.274712,False
anamagal,twitter,7,soniagennaro,twitter,0.824275,0.676032,0.972519,0.804945,0.23444,False
anamagal,twitter,8,cnicely,twitter,0.82414,0.6788,0.969479,0.801498,0.247066,False
anamagal,twitter,9,rachelrvincent,twitter,0.823191,0.667391,0.978992,0.815609,0.204977,False
anamagal,twitter,10,emilymulle,twitter,0.821058,0.690384,0.951732,0.786912,0.310703,False
anamagal,twitter,11,julieraesandifer,twitter,0.818824,0.666548,0.971099,0.816642,0.240421,False
anamagal,twitter,12,fionagraham,twitter,0.818793,0.671097,0.966489,0.811053,0.258887,False
anamagal,twitter,13,coachnicole,twitter,0.818679,0.660916,0.976443,0.82351,0.217057,False
anamagal,twitter,14,fotolory,twitter,0.81796,0.668897,0.967024,0.813761,0.25681,False
anamagal,twitter,15,carolyncummins,twitter,0.817312,0.678377,0.956246,0.802026,0.295816,False
anamagal,twitter,16,kateylee,twitter,0.817172,0.66427,0.970074,0.819427,0.244648,False
anamagal,twitter,17,natbuehler,twitter,0.815932,0.650791,0.981074,0.835714,0.194558,False
anamagal,twitter,18,santayanapower,twitter,0.815385,0.671934,0.958836,0.810019,0.28693,False
anamagal,twitter,19,niuz,twitter,0.815091,0.659157,0.971025,0.825643,0.240726,False
anamagal,twitter,20,developit,twitter,0.813879,0.682607,0.945153,0.796735,0.331202,False
anaparejayepes,twitter,1,marioalvarezch,twitter,0.810578,0.648615,0.97254,0.838314,0.234351,False
anaparejayepes,twitter,2,luviwebit,twitter,0.806375,0.635491,0.977259,0.853826,0.213267,False
anaparejayepes,twitter,3,developit,twitter,0.803403,0.626045,0.980762,0.864818,0.196152,False
anaparejayepes,twitter,4,ynprojectsoundcreator,twitter,0.798876,0.61839,0.979363,0.873625,0.203161,False
anaparejayepes,twitter,5,ackleysuicide,twitter,0.797313,0.619373,0.975253,0.872499,0.222474,False
anaparejayepes,twitter,6,silviabriano,twitter,0.795625,0.609531,0.98172,0.883707,0.191209,False
anaparejayepes,twitter,7,nancielovesphotography,twitter,0.79535,0.600442,0.990257,0.893933,0.139593,False
anaparejayepes,twitter,8,romcalbc,twitter,0.791231,0.595157,0.987306,0.899826,0.159339,False
anaparejayepes,twitter,9,mariarti,twitter,0.790143,0.601674,0.978611,0.892553,0.20683,False
anaparejayepes,twitter,10,malibumuffie,twitter,0.789419,0.600692,0.978147,0.893653,0.209062,False
anaparejayepes,twitter,11,emiarai,twitter,0.787727,0.590048,0.985406,0.905485,0.170843,False
anaparejayepes,twitter,12,ifeelitall,twitter,0.787532,0.588954,0.98611,0.906693,0.166673,False
anaparejayepes,twitter,13,tuyetanh,twitter,0.78717,0.585443,0.988897,0.910557,0.149019,False
anaparejayepes,twitter,14,nyskye,twitter,0.78682,0.586137,0.987503,0.909795,0.158096,False
anaparejayepes,twitter,15,jasonchan,twitter,0.786143,0.586534,0.985751,0.909358,0.168811,False
anaparejayepes,twitter,16,looiss,twitter,0.785804,0.584072,0.987536,0.912062,0.157884,False
anaparejayepes,twitter,17,carolyncummins,twitter,0.785472,0.584277,0.986666,0.911836,0.163301,False
anaparejayepes,twitter,18,coachnicole,twitter,0.785253,0.581379,0.989127,0.915009,0.147465,False
anaparejayepes,twitter,19,santayanapower,twitter,0.7838,0.584903,0.982696,0.91115,0.186032,False
anaparejayepes,twitter,20,avalon1982,twitter,0.783585,0.586092,0.981078,0.909844,0.194535,False
anass,twitter,1,kylewiebalk,twitter,0.590173,0.723161,0.457186,0.744096,1.041935,False
anass,twitter,2,ahh,twitter,0.588725,0.823874,0.353575,0.593508,1.137036,False
anass,twitter,3,roncaglia,twitter,0.579198,0.821887,0.336508,0.596846,1.151948,False
anass,twitter,4,cemtozar,twitter,0.57854,0.866293,0.290788,0.517122,1.190976,False
anass,twitter,5,vaseem,twitter,0.565616,0.846643,0.284588,0.553818,1.19617,False
anass,twitter,6,almowhed,twitter,0.555486,0.860979,0.249992,0.527298,1.224751,False
anass,twitter,7,brunno,twitter,0.551318,0.801162,0.301475,0.630615,1.181969,False
anass,twitter,8,jazael,twitter,0.547143,0.71958,0.374706,0.748892,1.118297,False
anass,twitter,9,elki,twitter,0.539716,0.774817,0.304617,0.671093,1.179308,False
anass,twitter,10,kaanakin,twitter,0.535159,0.823013,0.247306,0.594958,1.226943,False
anass,twitter,11,oliviertripet,twitter,0.533367,0.768446,0.298288,0.68052,1.184662,False
anass,twitter,12,omerabdellatif,twitter,0.533082,0.796083,0.270081,0.638619,1.208238,False
anass,twitter,13,oscarsantamaria,twitter,0.532055,0.738293,0.325817,0.723474,1.161192,False
anass,twitter,14,marianosanfilippo,twitter,0.531694,0.858155,0.205234,0.532626,1.260766,False
anass,twitter,15,suvrobanerji,twitter,0.528545,0.757725,0.299364,0.696097,1.183753,False
anass,twitter,16,naveenkonduri,twitter,0.523143,0.755077,0.291209,0.69989,1.190623,False
anass,twitter,17,gisanders,twitter,0.521399,0.652893,0.389906,0.833196,1.104621,False
anass,twitter,18,hacen,twitter,0.517951,0.86514,0.170762,0.519347,1.287819,False
anass,twitter,19,pauloschiavon,twitter,0.517746,0.80719,0.228301,0.620982,1.242336,False
anass,twitter,20,tnsuarez,twitter,0.510086,0.844474,0.175698,0.55772,1.28398,False
anastasioskikidis,twitter,1,jiteshpanchal,twitter,0.834758,0.836928,0.832589,0.571089,0.578639,False
anastasioskikidis,twitter,2,jessetrelstad,twitter,0.831489,0.834238,0.828738,0.57578,0.585255,False
anastasioskikidis,twitter,3,manoshatzi,twitter,0.828874,0.831688,0.82606,0.580193,0.589813,False
anastasioskikidis,twitter,4,jondifro,twitter,0.824309,0.825145,0.823473,0.591363,0.594184,False
anastasioskikidis,twitter,5,astav,twitter,0.822935,0.817999,0.827871,0.603327,0.586735,False
anastasioskikidis,twitter,6,alexwisner,twitter,0.822744,0.815173,0.830315,0.607991,0.582555,False
anastasioskikidis,twitter,7,lavalion,twitter,0.82069,0.820606,0.820775,0.598989,0.598707,False
anastasioskikidis,twitter,8,tomromano,twitter,0.819981,0.815832,0.82413,0.606906,0.593077,False
anastasioskikidis,twitter,9,justinhammack,twitter,0.819866,0.805997,0.833736,0.622901,0.576653,False
anastasioskikidis,twitter,10,epuertas,twitter,0.819532,0.807964,0.8311,0.619735,0.581206,False
anastasioskikidis,twitter,11,steveweston,twitter,0.819525,0.80618,0.832869,0.622607,0.578154,False
anastasioskikidis,twitter,12,aferrandini,twitter,0.819467,0.808922,0.830012,0.618188,0.583075,False
anastasioskikidis,twitter,13,lizandromelean,twitter,0.818302,0.806967,0.829637,0.621342,0.583718,False
anastasioskikidis,twitter,14,massimosaviotti,twitter,0.818151,0.821454,0.814848,0.597572,0.608527,False
anastasioskikidis,twitter,15,camiloathem,twitter,0.816715,0.804959,0.828471,0.624565,0.585711,False
anastasioskikidis,twitter,16,johndeguzman,twitter,0.815995,0.807207,0.824783,0.620955,0.591974,False
anastasioskikidis,twitter,17,micheltrapani,twitter,0.815606,0.80794,0.823271,0.619774,0.594523,False
anastasioskikidis,twitter,18,joaorio,twitter,0.815273,0.79667,0.833877,0.637699,0.576408,False
anastasioskikidis,twitter,19,mathieubellet,twitter,0.81461,0.810852,0.818367,0.615058,0.602716,False
anastasioskikidis,twitter,20,tks,twitter,0.814343,0.814128,0.814558,0.609707,0.609003,False
anbi,twitter,1,petergiordano,twitter,0.892135,0.827828,0.956442,0.586808,0.295155,False
anbi,twitter,2,kcakduman,twitter,0.88629,0.789406,0.983174,0.64899,0.183447,False
anbi,twitter,3,benjacobsen,twitter,0.884954,0.79094,0.978969,0.646622,0.205092,False
anbi,twitter,4,chammccutchen,twitter,0.882236,0.880867,0.883604,0.488125,0.482485,False
anbi,twitter,5,jeansanchez,twitter,0.88216,0.780575,0.983744,0.662457,0.180312,False
anbi,twitter,6,danielemoggia,twitter,0.878894,0.770741,0.987047,0.677139,0.160955,False
anbi,twitter,7,andreameneghini,twitter,0.878547,0.771102,0.985993,0.676606,0.167374,False
anbi,twitter,8,juanramar,twitter,0.87598,0.769039,0.98292,0.679649,0.184823,False
anbi,twitter,9,swissmountainleader,twitter,0.874793,0.777616,0.971969,0.666909,0.236776,False
anbi,twitter,10,alexwisner,twitter,0.874766,0.766074,0.983459,0.683997,0.181884,False
anbi,twitter,11,johnperez,twitter,0.873166,0.764619,0.981713,0.686122,0.191242,False
anbi,twitter,12,seancoyne,twitter,0.872896,0.765871,0.979921,0.684293,0.200397,False
anbi,twitter,13,vincenza,twitter,0.870492,0.754741,0.986244,0.70037,0.165867,False
anbi,twitter,14,astav,twitter,0.869945,0.760345,0.979545,0.692323,0.202261,False
anbi,twitter,15,ilpagliarino,twitter,0.869772,0.754871,0.984673,0.700184,0.175085,False
anbi,twitter,16,sudol,twitter,0.869673,0.753492,0.985854,0.702152,0.168205,False
anbi,twitter,17,jesuslugo,twitter,0.868924,0.760077,0.977772,0.69271,0.210847,False
anbi,twitter,18,gastonsz,twitter,0.867977,0.753122,0.982831,0.702678,0.185303,False
anbi,twitter,19,zableckis,twitter,0.867231,0.764491,0.96997,0.686307,0.245071,False
anbi,twitter,20,jiteshpanchal,twitter,0.867008,0.746277,0.987738,0.712353,0.1566,False
andira47,twitter,1,emimatsushita,twitter,0.843592,0.729643,0.957541,0.735333,0.291407,False
andira47,twitter,2,maribelcastilla,twitter,0.838978,0.725861,0.952095,0.740459,0.309533,False
andira47,twitter,3,webnelly,twitter,0.835011,0.720564,0.949459,0.747578,0.317933,False
andira47,twitter,4,jetvhs,twitter,0.832518,0.714886,0.95015,0.755134,0.315754,False
andira47,twitter,5,javiersanchez,twitter,0.832429,0.718108,0.946751,0.750856,0.326339,False
andira47,twitter,6,patricktigue,twitter,0.829325,0.71224,0.94641,0.75863,0.327384,False
andira47,twitter,7,sakshamgumber,twitter,0.829319,0.715993,0.942644,0.753667,0.338691,False
andira47,twitter,8,rmorrison,twitter,0.828716,0.711986,0.945445,0.758965,0.330318,False
andira47,twitter,9,malibumuffie,twitter,0.828066,0.70918,0.946951,0.762654,0.325726,False
andira47,twitter,10,ariantifebi,twitter,0.828018,0.727789,0.928248,0.737849,0.37882,False
andira47,twitter,11,luanadefaveri,twitter,0.826146,0.696747,0.955544,0.778785,0.298181,False
andira47,twitter,12,toriegehlmeyer,twitter,0.820217,0.688062,0.952372,0.789858,0.308636,False
andira47,twitter,13,germanogurgel,twitter,0.817186,0.680167,0.954205,0.799791,0.302638,False
andira47,twitter,14,benjacobsen,twitter,0.814689,0.691303,0.938074,0.785744,0.351927,False
andira47,twitter,15,deanwormell,twitter,0.81348,0.678848,0.948113,0.801439,0.322139,False
andira47,twitter,16,vickiayala,twitter,0.812246,0.684993,0.9395,0.793735,0.347852,False
andira47,twitter,17,daphnemaia,twitter,0.810766,0.674048,0.947484,0.807406,0.324087,False
andira47,twitter,18,jameswatsoninternet,twitter,0.809704,0.68146,0.937948,0.798173,0.352284,False
andira47,twitter,19,alanndc,twitter,0.808743,0.705969,0.911517,0.766852,0.420673,False
andira47,twitter,20,olivierchapelle,twitter,0.805528,0.658745,0.952311,0.826142,0.308832,False
andolicious,twitter,1,vicdiaz,twitter,0.83013,0.69833,0.96193,0.77675,0.275937,False
andolicious,twitter,2,dubecarlos,twitter,0.780579,0.59859,0.962568,0.896002,0.273614,False
andolicious,twitter,3,pandafoodie,twitter,0.757396,0.537486,0.977306,0.961783,0.213044,False
andolicious,twitter,4,benlizzotte,twitter,0.753597,0.532956,0.974239,0.966482,0.226984,False
andolicious,twitter,5,fotolory,twitter,0.753536,0.535141,0.971931,0.964219,0.236934,False
andolicious,twitter,6,stephanieowen,twitter,0.751765,0.525646,0.977884,0.974016,0.210314,False
andolicious,twitter,7,edsafin,twitter,0.745757,0.519797,0.971716,0.980003,0.23784,False
andolicious,twitter,8,scholzeralph,twitter,0.744713,0.524406,0.96502,0.975289,0.264499,False
andolicious,twitter,9,mikeoneill76,twitter,0.744217,0.531546,0.956888,0.96794,0.29364,False
andolicious,twitter,10,patricktigue,twitter,0.742988,0.518201,0.967775,0.98163,0.25387,False
andolicious,twitter,11,idvaad,twitter,0.74289,0.535054,0.950726,0.964309,0.313924,False
andolicious,twitter,12,anamagal,twitter,0.742544,0.535011,0.950076,0.964353,0.315986,False
andolicious,twitter,13,bradrussell,twitter,0.740671,0.539632,0.941711,0.95955,0.341436,False
andolicious,twitter,14,kantares,twitter,0.739065,0.510016,0.968113,0.989933,0.252535,False
andolicious,twitter,15,jasonbergin,twitter,0.73813,0.507418,0.968842,0.992554,0.249631,False
andolicious,twitter,16,jameson079,twitter,0.738114,0.519419,0.956808,0.980388,0.293911,False
andolicious,twitter,17,banikaaron,twitter,0.737665,0.514312,0.961017,0.985584,0.279225,False
andolicious,twitter,18,cristianmarimon,twitter,0.737237,0.500202,0.974271,0.999798,0.226842,False
andolicious,twitter,19,madovsky,twitter,0.73637,0.517774,0.954965,0.982065,0.300115,False
andolicious,twitter,20,consuelogandia,twitter,0.736257,0.500858,0.971657,0.999142,0.23809,False
andreaarden,twitter,1,asamur,twitter,0.531822,0.660872,0.402773,0.823563,1.09291,False
andreaarden,twitter,2,mafueri,twitter,0.527429,0.667954,0.386905,0.814919,1.107334,False
andreaarden,twitter,3,karascharwath,twitter,0.517116,0.686061,0.348172,0.792387,1.141778,False
andreaarden,twitter,4,joypoulsen,twitter,0.509843,0.660667,0.35902,0.823813,1.132237,False
andreaarden,twitter,5,amandablain,twitter,0.496789,0.685919,0.307658,0.792567,1.176726,False
andreaarden,twitter,6,brittanyberger,twitter,0.494104,0.6278,0.360408,0.862786,1.131011,False
andreaarden,twitter,7,annapfeiffer,twitter,0.49131,0.700005,0.282615,0.77459,1.197819,False
andreaarden,twitter,8,pedromolleda,twitter,0.481888,0.64216,0.321616,0.845978,1.164804,False
andreaarden,twitter,9,adrienehughes,twitter,0.47804,0.553122,0.402957,0.945387,1.092742,False
andreaarden,twitter,10,marshacollier,twitter,0.468396,0.665591,0.271201,0.817814,1.20731,False
andreaarden,twitter,11,dazeofadventure,twitter,0.46761,0.706828,0.228392,0.765731,1.242263,False
andreaarden,twitter,12,kikaps,twitter,0.462568,0.645824,0.279311,0.841636,1.200574,False
andreaarden,twitter,13,karenharding,twitter,0.461715,0.659052,0.264378,0.82577,1.212949,False
andreaarden,twitter,14,jwike,twitter,0.454124,0.696116,0.212131,0.779594,1.255284,False
andreaarden,twitter,15,simonemccallum,twitter,0.452439,0.670177,0.234702,0.812187,1.237172,False
andreaarden,twitter,16,nicolejackson,twitter,0.450038,0.600494,0.299582,0.893875,1.18357,False
andreaarden,twitter,17,alessandraturati,twitter,0.449706,0.654636,0.244776,0.8311,1.229003,False
andreaarden,twitter,18,litasworld,twitter,0.448862,0.706083,0.19164,0.766703,1.271503,False
andreaarden,twitter,19,aimeelane,twitter,0.444641,0.691388,0.197893,0.785636,1.266575,False
andreaarden,twitter,20,kimberlymunoz,twitter,0.44327,0.678975,0.207565,0.80128,1.258917,False
andreacastelli,twitter,1,mau,twitter,0.477073,0.695924,0.258221,0.779841,1.218014,False
andreacastelli,twitter,2,mherrling,twitter,0.474156,0.683551,0.264761,0.795549,1.212633,False
andreacastelli,twitter,3,michaeltapp,twitter,0.473234,0.694338,0.25213,0.781872,1.223004,False
andreacastelli,twitter,4,kaanakin,twitter,0.472049,0.747262,0.196836,0.710969,1.26741,False
andreacastelli,twitter,5,japros,twitter,0.471907,0.681278,0.262536,0.798401,1.214466,False
andreacastelli,twitter,6,semilla,twitter,0.47133,0.626501,0.316159,0.864291,1.16948,False
andreacastelli,twitter,7,marianosanfilippo,twitter,0.467464,0.63313,0.301796,0.856586,1.181697,False
andreacastelli,twitter,8,nickjborelli,twitter,0.463528,0.645817,0.28124,0.841645,1.198967,False
andreacastelli,twitter,9,miguelsanchz,twitter,0.463034,0.69067,0.235398,0.786549,1.23661,False
andreacastelli,twitter,10,sebastienbarre,twitter,0.462928,0.721929,0.203927,0.74575,1.261803,False
andreacastelli,twitter,11,celiooliveira,twitter,0.456151,0.677463,0.23484,0.803166,1.237061,False
andreacastelli,twitter,12,mirkojankovic,twitter,0.455543,0.669941,0.241145,0.812476,1.231953,False
andreacastelli,twitter,13,nickgaston,twitter,0.452214,0.692018,0.21241,0.784834,1.255062,False
andreacastelli,twitter,14,socialcrm,twitter,0.450084,0.768824,0.131343,0.679965,1.318072,False
andreacastelli,twitter,15,richardajacobson,twitter,0.444391,0.698234,0.190548,0.776873,1.272362,False
andreacastelli,twitter,16,m2atk,twitter,0.442105,0.748148,0.13606,0.709721,1.314488,False
andreacastelli,twitter,17,marqueee,twitter,0.439449,0.662496,0.216402,0.821589,1.251877,False
andreacastelli,twitter,18,kevinquinlan,twitter,0.43848,0.600225,0.276735,0.894176,1.202718,False
andreacastelli,twitter,19,dennissmith,twitter,0.438251,0.685453,0.19105,0.793155,1.271967,False
andreacastelli,twitter,20,joshpeak,twitter,0.438191,0.753567,0.122815,0.702045,1.324526,False
andreameneghini,twitter,1,ilpagliarino,twitter,0.938707,0.886466,0.990948,0.476516,0.134555,False
andreameneghini,twitter,2,gerty,twitter,0.924508,0.871042,0.977974,0.507854,0.209886,False
andreameneghini,twitter,3,juanramar,twitter,0.918307,0.852355,0.984258,0.543405,0.177438,False
andreameneghini,twitter,4,mathieurensen,twitter,0.916536,0.849894,0.983177,0.547915,0.183427,False
andreameneghini,twitter,5,alexwisner,twitter,0.914611,0.841171,0.988052,0.563612,0.154584,False
andreameneghini,twitter,6,petergiordano,twitter,0.914228,0.877136,0.95132,0.49571,0.312024,False
andreameneghini,twitter,7,massimosaviotti,twitter,0.913131,0.852628,0.973634,0.542904,0.229633,False
andreameneghini,twitter,8,jeansanchez,twitter,0.912621,0.836764,0.988478,0.571378,0.151804,False
andreameneghini,twitter,9,jiteshpanchal,twitter,0.911595,0.837038,0.986152,0.570898,0.166422,False
andreameneghini,twitter,10,zableckis,twitter,0.910801,0.8526,0.969001,0.542955,0.248993,False
